indice,A,B,Target
2014-01-31,172.46287381018465,56.02780533472399,1787.815693024363
2014-02-28,202.01955551614105,56.00231744008862,2062.051396300581
2014-03-31,214.1573943985569,56.10003842169555,2178.04735153958
2014-04-30,205.73926444967887,56.24553266755299,2104.0788561448553
2014-05-31,172.46287381018465,56.00507068182076,1787.234380884019
2014-06-30,202.01955551614105,57.53769071519785,2108.117098306387
2014-07-31,214.1573943985569,57.32550068952774,2217.045983791134
2014-08-31,205.73926444967887,126.02234761666084,4236.520399150744
2014-09-30,172.46287381018465,87.57279081073423,2594.403024805549
2014-10-31,202.01955551614105,56.01443485281143,2062.4149542266046
2014-11-30,214.1573943985569,56.031833012352855,2175.876809250075
2014-12-31,205.73926444967887,57.44485185940384,2140.7311176430667
2015-01-31,172.46287381018465,56.34617189695462,1795.9561448927984
2015-02-28,202.01955551614105,56.0024275090817,2062.054698693242
2015-03-31,214.1573943985569,56.01527915846888,2175.3500058739833
2015-04-30,205.73926444967887,56.01981539177287,2097.180735383701
2015-05-31,172.46287381018465,56.07465000811403,1789.0134846716778
2015-06-30,202.01955551614105,57.71926917045188,2113.56498459307
2015-07-31,214.1573943985569,63.39219824005126,2410.11019552961
2015-08-31,205.73926444967887,56.156292109177485,2101.35158528648
2015-09-30,172.46287381018465,56.34588887079365,1795.948908074884
2015-10-31,202.01955551614105,56.12757979739705,2065.8096344553414
2015-11-30,214.1573943985569,56.288935225656815,2184.0587296003755
2015-12-31,205.73926444967887,56.19386545954637,2102.4998603015397
2016-01-31,172.46287381018465,56.28487593206943,1794.3888419437037
2016-02-29,202.01955551614105,56.80806766023807,2086.2262664342798
2016-03-31,214.1573943985569,56.00888033006696,2175.14637205984
2016-04-30,205.73926444967887,56.00542376558308,2096.7409144835797
2016-05-31,172.46287381018465,56.79781932841029,1807.5045127600367
2016-06-30,202.01955551614105,57.46149643495578,2105.8310463963535
2016-07-31,214.1573943985569,56.009530689737794,2175.167068851818
2016-08-31,205.73926444967887,58.77344545335605,2181.3341198807234
2016-09-30,172.46287381018465,56.05349893454029,1788.4726637538454
2016-10-31,202.01955551614105,56.02428601863164,2062.7105180979056
2016-11-30,214.1573943985569,57.526409342828586,2223.439622250598
2016-12-31,205.73926444967887,56.07472786625013,2098.8589094575677
2017-01-31,172.46287381018465,58.2065230685896,1843.524265944755
2017-02-28,202.01955551614105,56.17750688348482,2067.307593490465
2017-03-31,214.1573943985569,60.52015545439852,2318.7114284288214
2017-04-30,205.73926444967887,57.21348498874304,2133.660340236099
2017-05-31,172.46287381018465,56.70891674866975,1805.2313243752799
2017-06-30,202.01955551614105,56.026213521692426,2062.7683488437265
2017-07-31,214.1573943985569,56.10532061330333,2178.2154499408134
2017-08-31,205.73926444967887,57.1879605587186,2132.880290946297
2017-09-30,172.46287381018465,56.037817795214224,1788.0717059427245
2017-10-31,202.01955551614105,56.07598608249333,2064.261671666971
2017-11-30,214.1573943985569,86.59557493239876,3148.525386574108
2017-12-31,205.73926444967887,56.057453443578254,2098.3309877322235
2018-01-31,172.46287381018465,56.01764483258647,1787.5558947653055
2018-02-28,202.01955551614105,56.0459379780586,2063.3601403930006
2018-03-31,214.1573943985569,70.5166893138982,2636.8372149260817
2018-04-30,205.73926444967887,56.32792150744841,2106.596732390729
2018-05-31,172.46287381018465,56.01449551636048,1787.4753685411429
2018-06-30,202.01955551614105,56.261290152964136,2069.8213373386066
2018-07-31,214.1573943985569,56.04685722012047,2176.354933766007
2018-08-31,205.73926444967887,56.50422853445493,2111.984831990672
2018-09-30,172.46287381018465,61.4860330151035,1927.3794694705316
2018-10-31,202.01955551614105,56.43482845955344,2075.0279955809588
2018-11-30,214.1573943985569,56.50809089332488,2191.0330539133956
2018-12-31,205.73926444967887,56.14279426412221,2100.9390791329974
2019-01-31,172.46287381018465,56.05914215848453,1788.6169577795088
2019-02-28,202.01955551614105,56.018270087278005,2062.5300225106002
2019-03-31,214.1573943985569,61.93092589381361,2363.607235506943
2019-04-30,205.73926444967887,56.29939382857094,2105.7249011440863
2019-05-31,172.46287381018465,56.15834495070492,1791.153516737291
2019-06-30,202.01955551614105,56.00480440721292,2062.126012609399
2019-07-31,214.1573943985569,56.228331630441055,2182.1301044725515
2019-08-31,205.73926444967887,62.81766259742564,2304.9289938118513
2019-09-30,172.46287381018465,56.02153489627079,1787.655361480546
2019-10-31,202.01955551614105,56.87754081806562,2088.3106649566253
2019-11-30,200.0,67.9774530815011,2398.9303565205823
2019-12-31,196.0,56.12593414760017,2009.664683695165
2020-01-31,192.0,57.46050867169328,2010.4244971432583
2020-02-29,188.0,56.065190600341424,1933.4188177495257
2020-03-31,184.0,58.18926743646111,1954.167001015388
2020-04-30,180.0,56.01934044234971,1857.7163898107372
2020-05-31,176.0,56.01708124355044,1820.4458204566663
2020-06-30,172.0,56.18630783260897,1787.5508497315288
2020-07-31,168.0,58.69615295833873,1812.7342086626343
2020-08-31,164.0,56.3480985945928,1716.858795848605
2020-09-30,160.0,56.04230942811761,1672.2027334463874
2020-10-31,156.0,72.31722351827754,2010.927863272211
2020-11-30,152.0,56.00040905719368,1596.8092037868578
2020-12-31,148.0,56.00903656536304,1559.7979007814506
2021-01-31,144.0,56.0059898091278,1522.5275829344218
2021-02-28,140.0,56.01240372355248,1485.4567570775362
2021-03-31,136.0,56.002170128991466,1448.0436195927284
2021-04-30,132.0,56.025952364687626,1411.3060711114088
2021-05-31,128.0,56.0552312433568,1374.6438704994434
2021-06-30,124.0,56.029863017151726,1336.9464932138762
2021-07-31,120.0,56.63081343184773,1310.3653977437048
2021-08-31,116.0,59.17387252715155,1316.2732202142915
2021-09-30,112.0,56.00544710407704,1224.889877217271
2021-10-31,108.0,57.33462058124896,1208.8204672418585
2021-11-30,104.0,56.017681895657134,1150.670533003554
2021-12-31,100.0,56.07223869194775,1114.261908771632
2022-01-31,96.0,56.00726305565141,1076.1024090846847
2022-02-28,92.0,56.04804785336062,1039.4486460203684
2022-03-31,88.0,56.07381079757803,1002.5521592887565
2022-04-30,84.0,56.028333227697736,964.7484987006821
2022-05-31,80.0,56.01493553073445,927.3747457095931
2022-06-30,76.0,56.02866437121412,890.3181745204768
2022-07-31,72.0,58.97749236953351,884.0636698801018
2022-08-31,68.0,56.23557181968462,817.9321610148778
2022-09-30,64.0,79.96873733735886,1001.3092572374374
2022-10-31,60.0,56.04853547250234,741.6222586107702
2022-11-30,56.0,57.79793972988205,718.5633118120447
2022-12-31,52.0,56.16868900495655,668.065167537174
2023-01-31,48.0,56.024692207479234,629.7703762316066
2023-02-28,44.0,56.61793583133184,596.2929957373906
2023-03-31,40.0,60.08824190239747,578.5029788436656
2023-04-30,36.0,56.025682944344034,518.1309830161545
2023-05-31,32.0,56.03694833796887,480.9662675208599
2023-06-30,28.0,56.28956238805217,444.72929331340345
2023-07-31,24.0,56.13715885054005,406.85262420678214
2023-08-31,20.0,56.00618552033566,369.2167009049063
2023-09-30,16.0,56.676792379089775,333.42126399608856
2023-10-31,12.0,56.58416064471144,295.67624096706714
2023-11-30,8.0,59.69383372779089,260.92445035501174
2023-12-31,4.0,56.68682483685619,220.60604745105687
2024-01-31,0.0,76.36023102659337,177.091930692022
2024-02-29,0.0,56.10657676348903,183.1680269709533
2024-03-31,0.0,56.08528286302227,183.17441514109333
2024-04-30,0.0,56.05199788473452,183.18440063457965
2024-05-31,0.0,83.32609501022434,175.0021714969327
2024-06-30,0.0,56.58880493425469,183.0233585197236
2024-07-31,0.0,56.00412438224744,183.19876268532576
2024-08-31,0.0,56.06221576822744,183.18133526953176
2024-09-30,0.0,56.03350558778668,183.189948323664
2024-10-31,0.0,59.10870883992068,182.2673873480238
2024-11-30,0.0,56.106727766297766,183.16798167011066
2024-12-31,0.0,61.90657916393612,181.42802625081916
2025-01-31,0.0,56.0611522547672,183.18165432356983
2025-02-28,0.0,56.00492795381911,183.19852161385427
2025-03-31,0.0,62.3636996100614,181.2908901169816
2025-04-30,0.0,56.41442206228314,183.07567338131506
2025-05-31,0.0,57.19199922459024,182.84240023262294
2025-06-30,0.0,57.83691028970284,182.64892691308916
2025-07-31,0.0,56.07481242902569,183.1775562712923
2025-08-31,0.0,56.09384830931528,183.17184550720543
2025-09-30,0.0,56.018625868745,183.1944122393765
2025-10-31,0.0,106.78700640412995,167.96389807876102
2025-11-30,0.0,56.18801036117671,183.14359689164698
2025-12-31,0.0,57.59989003983827,182.72003298804853
2026-01-31,0.0,56.56602320229205,183.0301930393124
2026-02-28,0.0,56.654871498580746,183.0035385504258
2026-03-31,0.0,57.8949242172244,182.63152273483269
2026-04-30,0.0,57.32775833450524,182.80167249964842
2026-05-31,0.0,60.22231956445815,181.93330413066255
2026-06-30,0.0,56.05571885011305,183.1832843449661
2026-07-31,0.0,149.0874451144013,155.2737664656796
2026-08-31,0.0,56.09155626756783,183.17253311972965
2026-09-30,0.0,65.57063901792985,180.32880829462104
2026-10-31,0.0,56.00311981606715,183.19906405517986
2026-11-30,0.0,56.07896870125867,183.1763093896224
2026-12-31,0.0,56.20255522704405,183.1392334318868
2027-01-31,0.0,56.07503612925565,183.17748916122332
2027-02-28,0.0,56.07299641623344,183.17810107512997
2027-03-31,0.0,56.04711150358554,183.18586654892434
2027-04-30,0.0,56.17609464880972,183.14717160535707
2027-05-31,0.0,56.06721983510225,183.17983404946932
2027-06-30,0.0,56.07727163509335,183.17681850947199
2027-07-31,0.0,56.88515855402554,182.93445243379233
2027-08-31,0.0,56.002313473438896,183.19930595796833
2027-09-30,0.0,56.21389540501914,183.13583137849426
2027-10-31,0.0,56.01160417494591,183.19651874751622
2027-11-30,0.0,56.6916000610213,182.99251998169362
2027-12-31,0.0,166.9176911207386,149.92469266377842
2028-01-31,0.0,56.2623997703491,183.12128006889526
2028-02-29,0.0,56.046408874148106,183.18607733775556
2028-03-31,0.0,56.04700921139663,183.185897236581
2028-04-30,0.0,56.53681224370234,183.0389563268893
2028-05-31,0.0,56.03599809571016,183.18920057128696
2028-06-30,0.0,177.2811007351745,146.81566977944766
2028-07-31,0.0,56.05567035332935,183.1832988940012
2028-08-31,0.0,56.005992039294405,183.19820238821168
2028-09-30,0.0,57.318762589377215,182.80437122318685
2028-10-31,0.0,56.33723219611234,183.0988303411663
2028-11-30,0.0,57.00824349019786,182.89752695294064
2028-12-31,0.0,56.00137482902306,183.1995875512931
