indice,Valor
2014-01-31,345.0371701522978
2014-02-28,340.14146766882857
2014-03-31,383.1342657444935
2014-04-30,341.1010101012869
2014-05-31,356.879425249351
2014-06-30,332.3101778107014
2014-07-31,354.0595291891796
2014-08-31,311.47357843871885
2014-09-30,338.22716639203315
2014-10-31,341.98624096756623
2014-11-30,339.3285682203034
2014-12-31,346.21980905216924
2015-01-31,323.3625680654698
2015-02-28,341.137875631035
2015-03-31,348.49586996435977
2015-04-30,350.7232859153401
2015-05-31,326.0323871393165
2015-06-30,343.5448034329385
2015-07-31,394.5958043999253
2015-08-31,317.59571617450683
2015-09-30,368.20255175310643
2015-10-31,334.94310684998004
2015-11-30,344.36129412415903
2015-12-31,331.2602541646455
2016-01-31,339.1406349734485
2016-02-29,346.3817958367898
2016-03-31,353.6217980191049
2016-04-30,351.4040758211119
2016-05-31,379.6085405006008
2016-06-30,353.8131785708659
2016-07-31,319.74865134297477
2016-08-31,332.654491242308
2016-09-30,372.9601612196761
2016-10-31,323.1420191802377
2016-11-30,344.9348043445079
2016-12-31,336.1705712017212
2017-01-31,328.9982517152414
2017-02-28,352.05107054469164
2017-03-31,371.66136891569386
2017-04-30,362.3678046996971
2017-05-31,250.2121124106883
2017-06-30,250.17993683033856
2017-07-31,250.53385429609222
2017-08-31,249.80968926217668
2017-09-30,250.17570848426368
2017-10-31,249.6634217170075
2017-11-30,399.5943454716088
2017-12-31,401.26377044970883
2018-01-31,399.0499864744842
2018-02-28,429.68057248916284
2018-03-31,431.07979120943855
2018-04-30,429.3888827551426
2018-05-31,495.86654890410506
2018-06-30,497.75937687978336
2018-07-31,494.74605836389145
2018-08-31,521.8575817502757
2018-09-30,522.5427477398649
2018-10-31,520.6780099468218
2018-11-30,552.4839201839939
2018-12-31,553.5395643893619
2019-01-31,551.9438780060824
2019-02-28,568.9309726944987
2019-03-31,569.5201522171822
2019-04-30,568.4274838609589
2019-05-31,584.8674232550201
2019-06-30,584.0969350431744
2019-07-31,583.9998075436175
2019-08-31,594.322395011653
2019-09-30,594.0922159829611
2019-10-31,594.3688683911403
2019-11-30,602.6010766023359
2019-12-31,601.846753607631
2020-01-31,603.534453838284
2020-02-29,607.7778043502859
2020-03-31,608.8615275379914
2020-04-30,608.5113688101306
2020-05-31,612.8642800027217
2020-06-30,613.3724322115648
2020-07-31,614.1390108619415
2020-08-31,615.9641218028597
2020-09-30,616.2476684492252
2020-10-31,616.0747934993601
2020-11-30,617.6767330926722
2020-12-31,618.3004776594966
2021-01-31,618.521551131215
2021-02-28,620.2516364365955
2021-03-31,619.8007070658424
2021-04-30,620.5038862371813
2021-05-31,621.2545562434432
2021-06-30,621.1075322544882
2021-07-31,621.6610045639027
2021-08-31,621.914453201448
2021-09-30,622.1264809991168
2021-10-31,621.8604245113081
2021-11-30,622.297982429319
2021-12-31,623.2896096429132
2022-01-31,622.7077164861042
2022-02-28,623.2058802475382
2022-03-31,624.1802072420309
2022-04-30,622.6847809913203
2022-05-31,623.6997792203201
2022-06-30,624.2912219087867
2022-07-31,623.7206196225574
2022-08-31,624.1357355998351
2022-09-30,624.739609442397
2022-10-31,623.4897369210722
2022-11-30,624.7884922686578
2022-12-31,624.1762549592323
2023-01-31,623.5590883243951
2023-02-28,624.9408807615733
2023-03-31,624.195432952135
2023-04-30,624.2148420189957
2023-05-31,623.217020481554
2023-06-30,623.8569420257243
2023-07-31,624.0816703648749
2023-08-31,624.6371285588673
2023-09-30,623.898402480745
2023-10-31,625.4881185524566
2023-11-30,624.4582706648579
2023-12-31,624.5214739024294
