indice,A,B,C
2014-01-31,106.90768557133684,69.3764319037146,138.43161874172273
2014-02-28,113.52150748045068,71.59866944976861,128.1125748786604
2014-03-31,111.3998331767803,69.58041060281639,111.88877017262712
2014-04-30,113.37998481044335,70.76808581014433,92.86689054233794
2014-05-31,105.75430362663248,86.61895597804065,88.46573899334199
2014-06-30,108.58412334147584,88.82058860378771,76.1189502757888
2014-07-31,109.51285750210847,86.40490885811514,68.13514754486629
2014-08-31,110.81642752840673,88.49832408499019,61.226033523101066
2014-09-30,108.46303225439523,91.77626595468291,56.077901004504895
2014-10-31,110.1209559234914,94.06400906635423,49.88619927113686
2014-11-30,108.70852428667486,90.85677053377437,45.23582836811641
2014-12-31,112.21439149970575,91.50497784082556,36.733051073425735
2015-01-31,110.16641466725315,93.15828083886407,32.066444929765886
2015-02-28,113.69746597787015,95.62733413312887,31.898513990147507
2015-03-31,104.80339487858988,92.3948964898062,24.7873560670359
2015-04-30,108.1184328708389,91.25207350122251,24.31071803432366
2015-05-31,108.16941416250818,93.54293935952752,20.22321677403001
2015-06-30,110.10656821755849,93.41041280450318,19.476321203378298
2015-07-31,108.63462430302897,93.01487091787138,15.221307247931152
2015-08-31,113.61949997461579,92.22150785964251,14.43640831132839
2015-09-30,106.48224863668837,93.16406291033819,12.522864919808047
2015-10-31,116.08891749160865,93.54666366261156,10.981595169226289
2015-11-30,106.21059002215243,93.22114263603773,10.485152128415672
2015-12-31,110.13931055868237,92.5644676476271,8.954080891935993
2016-01-31,108.92956807123417,91.16405841579086,7.477229315010318
2016-02-29,108.95747265138105,92.7807300941131,6.66937705877076
2016-03-31,109.81795137887899,92.98925974074695,6.128430263898723
2016-04-30,112.01347754321361,92.9930813873141,5.827352541753797
2016-05-31,108.0134306126263,90.84622319572473,4.641320194411917
2016-06-30,102.28961931210587,93.28732892485071,4.689166040116429
2016-07-31,106.90768557133684,91.68904094933349,3.7929530566904797
2016-08-31,113.52150748045068,94.20368225342683,3.454105658755344
2016-09-30,111.3998331767803,91.35029524714042,3.0202533103289873
2016-10-31,113.37998481044335,94.4047032456046,2.7347521618964974
2016-11-30,105.75430362663248,92.12004640312945,2.342855478752147
2016-12-31,108.58412334147584,94.42886497301448,2.2192301877892295
2017-01-31,109.51285750210847,92.68538113256983,1.7591783722465955
2017-02-28,110.81642752840673,93.53409956702642,1.6038246863930556
2017-03-31,108.46303225439523,92.70478840602807,1.5478089114646316
2017-04-30,110.1209559234914,94.25664990014891,1.2857066516978077
2017-05-31,108.70852428667486,94.52620880000065,1.1410203366105973
2017-06-30,112.21439149970575,92.51254278763156,0.9829394659993503
2017-07-31,110.16641466725315,91.67542217904632,0.8719086133692834
2017-08-31,113.69746597787015,94.93454739750327,0.861030262060216
2017-09-30,104.80339487858988,94.60845281490658,0.6765151701204698
2017-10-31,108.1184328708389,91.80533582531045,0.664725925049938
2017-11-30,108.16941416250818,92.84215278570151,0.5404789660104925
2017-12-31,110.10656821755849,93.6400723148046,0.5188319062107334
2018-01-31,108.63462430302897,93.96826756174093,0.4467817293395763
2018-02-28,113.61949997461579,92.5655592473594,0.3819008989566227
2018-03-31,106.48224863668837,92.60633369569096,0.36896877585709287
2018-04-30,116.08891749160865,92.96684225651978,0.31820562266709396
2018-05-31,106.21059002215243,93.44018610855417,0.2704497308072255
2018-06-30,110.13931055868237,94.09966104690616,0.2594506793144222
2018-07-31,108.92956807123417,90.7255096139745,0.2186608538246654
2018-08-31,108.95747265138105,91.96907076893197,0.18398569800479483
2018-09-30,109.81795137887899,94.22260784549304,0.17063282358126333
2018-10-31,112.01347754321361,94.54643072373558,0.14161630889709845
2018-11-30,108.0134306126263,91.72740575984359,0.13925262324986354
2018-12-31,102.28961931210587,92.59988286357984,0.12029573547887713
2019-01-31,106.90768557133684,94.18586345838754,0.10338972315878324
2019-02-28,113.52150748045068,94.29312997832413,0.09519495747322775
2019-03-31,111.3998331767803,91.84103880384696,0.08308292200842769
2019-04-30,113.37998481044335,92.72667616402744,0.07259459164561087
2019-05-31,105.75430362663248,93.71582162500067,0.06652326951805528
2019-06-30,108.58412334147584,92.59536982925437,0.060844436218045014
2019-07-31,109.51285750210847,93.74513218753779,0.04984707327404211
2019-08-31,110.81642752840673,91.88748850949105,0.043083815703132744
2019-09-30,108.46303225439523,93.56114463203807,0.0403693314276093
2019-10-31,110.1209559234914,92.94728106846912,0.03342099353759419
2019-11-30,108.70852428667486,93.11039083114832,0.033501914559452034
2019-12-31,112.21439149970575,92.41926876078456,0.028376441560012268
2020-01-31,110.16641466725315,92.25840359209782,0.02430097105534281
2020-02-29,113.69746597787015,93.42424694768457,0.021205102956182588
2020-03-31,104.80339487858988,92.61999370590867,0.01979476605055899
2020-04-30,108.1184328708389,93.72773704461052,0.017479706159352477
2020-05-31,108.16941416250818,93.04665421760778,0.015081014699227815
2020-06-30,110.10656821755849,93.23752395662123,0.013837531880194579
2020-07-31,108.63462430302897,93.08051289711167,0.012126574265972303
2020-08-31,113.61949997461579,94.0855059626803,0.010270681086677232
2020-09-30,106.48224863668837,95.57768729932886,0.009015545051554077
2020-10-31,116.08891749160865,93.77154146975862,0.008764338477599035
2020-11-30,106.21059002215243,93.07854435917176,0.0076618654664867255
2020-12-31,110.13931055868237,93.37021547425232,0.006547381467874159
2021-01-31,108.92956807123417,95.35039310280466,0.006172218478224685
2021-02-28,108.95747265138105,93.87482245314453,0.005486129344874523
2021-03-31,109.81795137887899,93.36417634488144,0.004580062923585634
2021-04-30,112.01347754321361,93.74349105257203,0.003988841040996917
2021-05-31,108.0134306126263,92.6998860452992,0.003484178612342708
2021-06-30,102.28961931210587,93.90739057667294,0.003294187941225844
2021-07-31,106.90768557133684,94.5210826249201,0.0027874696083710986
2021-08-31,113.52150748045068,93.91859889868181,0.0026115728734717276
2021-09-30,111.3998331767803,92.27347169733311,0.0023477192083537326
2021-10-31,113.37998481044335,94.1383555696589,0.0021302997526533073
2021-11-30,105.75430362663248,94.08863746794142,0.0016678750492196354
2021-12-31,108.58412334147584,94.42513243028428,0.0014968202439772026
2022-01-31,109.51285750210847,93.41781428679964,0.001437110393996287
2022-02-28,110.81642752840673,92.82362445229145,0.0011873977995409421
2022-03-31,108.46303225439523,93.34702604373344,0.0010363354639103001
2022-04-30,110.1209559234914,95.3398921344318,0.0010474570465468602
2022-05-31,108.70852428667486,94.21101167271328,0.0008757846377825384
2022-06-30,112.21439149970575,93.16981508463458,0.0007337206347415422
2022-07-31,110.16641466725315,93.80709221204953,0.00063807337877105
2022-08-31,113.69746597787015,95.44075104528658,0.0005910329164888209
2022-09-30,104.80339487858988,93.18505243211753,0.0005173456029202194
2022-10-31,108.1184328708389,93.57423410714367,0.0005090458259381375
2022-11-30,108.16941416250818,93.04914858942779,0.00041330147427879693
2022-12-31,110.10656821755849,94.63440203957728,0.00037552123771206403
2023-01-31,108.63462430302897,94.31230663555293,0.00033706850994056416
2023-02-28,113.61949997461579,92.83075812703736,0.00029536215545074166
2023-03-31,106.48224863668837,92.95106214417018,0.0002712430328258276
2023-04-30,116.08891749160865,92.86797685963855,0.00022906053818640644
2023-05-31,106.21059002215243,94.24815814673667,0.00019961829309961498
2023-06-30,110.13931055868237,92.87879354852481,0.0001814536328762333
2023-07-31,108.92956807123417,95.0078213901134,0.00016773979784379
2023-08-31,108.95747265138105,93.90958092951419,0.0001532275434769496
2023-09-30,109.81795137887899,93.80739610172972,0.00012078641767649272
2023-10-31,112.01347754321361,92.88413302950042,0.00010922485107679055
2023-11-30,108.0134306126263,94.2394403341278,9.919119825120726e-05
2023-12-31,102.28961931210587,93.36883767394337,8.775073156280849e-05
2024-01-31,106.90768557133684,93.80848793382448,8.205873008722995e-05
2024-02-29,113.52150748045068,93.69636462609348,6.958767522291837e-05
2024-03-31,111.3998331767803,93.35718068699482,5.955271794653393e-05
2024-04-30,113.37998481044335,92.91631543103213,5.470667042562395e-05
2024-05-31,105.75430362663248,93.61223679981214,5.23839257408337e-05
2024-06-30,108.58412334147584,92.65019086710345,4.051409180222162e-05
2024-07-31,109.51285750210847,92.46082409299804,3.682176918698164e-05
2024-08-31,110.81642752840673,94.08733363466325,3.2659997784864016e-05
2024-09-30,108.46303225439523,94.58942527433003,3.0680539625023523e-05
2024-10-31,110.1209559234914,93.89809573826284,2.5801226222561313e-05
2024-11-30,108.70852428667486,92.09948663920821,2.3569504296822536e-05
2024-12-31,112.21439149970575,91.47542141844899,1.9933951278384255e-05
2025-01-31,110.16641466725315,93.70165593628423,1.8172944368794192e-05
2025-02-28,113.69746597787015,95.14606908675977,1.6334182993142886e-05
2025-03-31,104.80339487858988,92.70062034226186,1.391365982059354e-05
2025-04-30,108.1184328708389,91.31646236727465,1.3668390744239384e-05
2025-05-31,108.16941416250818,92.45037749758393,1.0992717804512134e-05
2025-06-30,110.10656821755849,96.98547290532215,9.977848804854924e-06
2025-07-31,108.63462430302897,92.70675701092271,8.8976699578731e-06
2025-08-31,113.61949997461579,90.68898473971772,8.549249371388594e-06
2025-09-30,106.48224863668837,91.81825422803786,7.460092383043574e-06
2025-10-31,116.08891749160865,95.47420612151919,6.209040156439089e-06
2025-11-30,106.21059002215243,94.44412509605688,5.867636913492904e-06
2025-12-31,110.13931055868237,91.08337868067765,4.881746628107099e-06
2026-01-31,108.92956807123417,91.32467760840639,4.2333732349340775e-06
2026-02-28,108.95747265138105,94.20006060652486,3.7233013153526946e-06
2026-03-31,109.81795137887899,94.71230963368917,3.701271239599121e-06
2026-04-30,112.01347754321361,92.65067034667182,3.1737304973312807e-06
2026-05-31,108.0134306126263,92.9969357031784,2.864047691855684e-06
2026-06-30,102.28961931210587,93.83898522669855,2.2852736906537574e-06
2026-07-31,106.90768557133684,93.584382084236,2.0289336016064527e-06
2026-08-31,113.52150748045068,93.39952579057078,2.0181470239882937e-06
2026-09-30,111.3998331767803,92.54999617900293,1.7159921189631262e-06
2026-10-31,113.37998481044335,91.45254919485467,1.496960419976616e-06
2026-11-30,105.75430362663248,92.7269346238761,1.3511682357556973e-06
2026-12-31,108.58412334147584,94.01976953901321,1.1268041305511056e-06
