indice,A,B,C,D
2014-01-31,250.4931265190366,59.63179727892021,190.0,162.25456009262274
2014-02-28,250.6373737476097,62.50492694116053,190.0,160.73909018522136
2014-03-31,249.05878962756634,59.944995097490995,190.0,160.5959350874006
2014-04-30,249.98942345600307,62.17476073499144,190.0,163.16355002201496
2014-05-31,250.13397287166407,65.76315783435008,190.0,160.24264719530427
2014-06-30,249.4328213703144,61.88820999579216,190.0,160.53628823710753
2014-07-31,400.33288019024457,66.74052936819822,190.0,160.48993630017495
2014-08-31,400.0113476168812,72.20258417165364,190.0,161.66672891348583
2014-09-30,399.6402460334609,71.23090758464309,190.0,162.61443104088187
2014-10-31,429.32787142797196,75.34582984660345,190.0,161.22842150609225
2014-11-30,428.5959617202278,68.78273627119931,190.0,161.55571148243249
2014-12-31,430.42740852986316,74.85286268206899,190.0,160.7635122104227
2015-01-31,495.15458033118324,75.16452087184331,190.0,162.66070463769722
2015-02-28,494.7447750363648,80.80793788075935,190.0,163.03321850832012
2015-03-31,496.271237268966,82.66397372445697,190.0,163.05193785028504
2015-04-30,520.8870414473358,75.73671113369491,190.0,161.13771642763797
2015-05-31,520.5314352763079,86.95654213197771,190.0,161.30804970425373
2015-06-30,520.760926245273,85.63473555793357,190.0,163.40123542389438
2015-07-31,551.8036894853694,87.83516657205834,190.0,160.2380260992451
2015-08-31,552.0906751649601,92.04737515357304,190.0,162.5656022921361
2015-09-30,553.2417458736352,92.39343752774026,190.0,163.3326994632896
2015-10-31,568.4723911686399,94.41556829376222,190.0,161.26090624173918
2015-11-30,568.3067159015122,88.21766747484148,190.0,160.43127402623588
2015-12-31,569.6558899794643,90.85762891750831,190.0,163.40768777508515
2016-01-31,585.5160945397195,99.37855095941703,190.0,163.80624569355209
2016-02-29,584.7842612494818,93.482452616953,190.0,162.48766608803314
2016-03-31,585.9103061915179,98.1205510816493,190.0,162.87921459778
2016-04-30,594.6837657396559,99.0301904082458,190.0,161.58977439332708
2016-05-31,594.6730315699557,104.79615703473382,190.0,160.59852921795556
2016-06-30,595.3026788727201,100.05905406618348,190.0,163.5422486504044
2016-07-31,603.0460754153958,112.66197546795333,190.0,163.61938664722692
2016-08-31,602.4504055867617,104.61101664955065,190.0,161.9460079352383
2016-09-30,603.3776164774554,110.18647368390216,190.0,163.6629143399145
2016-10-31,608.4598701641366,108.41734050478348,190.0,161.68039588100774
2016-11-30,609.0180885930005,106.51085294253393,190.0,161.72791727182874
2016-12-31,609.2479207260901,118.45762270527737,190.0,162.97814427349027
2017-01-31,613.5953295849357,110.84817706992679,190.0,163.76522759229485
2017-02-28,612.5336456381488,114.05616327798703,190.0,161.5200534685864
2017-03-31,612.9766480120807,120.38483223531227,190.0,163.48514334351742
2017-04-30,617.0468241467187,120.73893653547626,190.0,163.61510471198156
2017-05-31,615.9575186569945,120.24726125073194,190.0,163.24461165307628
2017-06-30,615.2564480330744,140.4222556901087,190.0,162.93535116796184
2017-07-31,618.4776013321475,126.73336678068839,190.0,161.3616347227095
2017-08-31,618.1516288303851,136.27372495599806,190.0,161.99430971507653
2017-09-30,618.7829486279402,131.3889677466928,190.0,162.5137616395505
2017-10-31,619.903562831919,138.58448002929012,190.0,163.60462270856277
2017-11-30,619.5526863636526,137.8475364568942,190.0,162.96909884684237
2017-12-31,620.5197982345895,155.17445476273477,190.0,160.48662817820883
2018-01-31,621.0477751848805,156.9305554101624,190.0,162.05229374439364
2018-02-28,621.7447254486664,155.1610955978563,190.0,163.90619882056734
2018-03-31,621.7315993502374,159.38563328668286,190.0,163.0903336428299
