indice,A,B,C
2014-01-31,203.5818293246928,44.92624730630509,181.90945277736242
2014-02-28,202.39631795247917,45.21179491718092,176.5525537140716
2014-03-31,221.26957635480923,45.34633972927214,181.08251438662938
2014-04-30,203.83914581552253,45.20465552999364,181.60318134060734
2014-05-31,203.5818293246928,45.04887482965337,172.58541092218428
2014-06-30,202.39631795247917,45.53596789375093,184.15958794603387
2014-07-31,221.26957635480923,44.578671162780395,174.93551158974913
2014-08-31,203.83914581552253,44.52651664868447,175.62631010918687
2014-09-30,203.5818293246928,65.50277333206729,169.6659262386693
2014-10-31,202.39631795247917,68.54395996071145,176.87901607918164
2014-11-30,221.26957635480923,67.79215780274302,179.26374221927523
2014-12-31,203.83914581552253,67.5969627253749,174.5951012916839
2015-01-31,203.5818293246928,70.72411557588198,176.7134331896616
2015-02-28,202.39631795247917,71.66182681470517,173.14975812812096
2015-03-31,221.26957635480923,72.22092958633922,181.16345859811128
2015-04-30,203.83914581552253,71.56555815109839,178.3929549626199
2015-05-31,203.5818293246928,79.67050007042837,181.76216700543276
2015-06-30,202.39631795247917,79.81227798425348,184.5814526065843
2015-07-31,221.26957635480923,78.69873791502641,181.57412579529742
2015-08-31,203.83914581552253,79.39087384361096,176.63728311411984
2015-09-30,203.5818293246928,82.17995658124428,180.84935149883248
2015-10-31,202.39631795247917,81.37466380147933,175.63262301147228
2015-11-30,221.26957635480923,83.54762954464249,183.0590249180217
2015-12-31,203.83914581552253,82.21518177333739,182.3617125299168
2016-01-31,203.5818293246928,85.18882439510267,175.22952771931585
2016-02-29,202.39631795247917,85.2513750325276,178.15654871206894
2016-03-31,221.26957635480923,85.4270400575948,170.07958907267925
2016-04-30,203.83914581552253,85.34773216344688,182.62280991441764
2016-05-31,203.5818293246928,86.80026807778395,184.91228293408324
2016-06-30,202.39631795247917,86.5151415279331,179.9384300137127
2016-07-31,221.26957635480923,87.67103144764874,174.91687101438916
2016-08-31,203.83914581552253,86.76029573741306,180.26530019995576
2016-09-30,203.5818293246928,88.62115485820587,176.8423171547143
2016-10-31,202.39631795247917,87.5812482360185,179.64769877099354
2016-11-30,221.26957635480923,86.00497903764472,174.32200063339266
2016-12-31,203.83914581552253,88.9024853135192,178.3127735905113
2017-01-31,203.5818293246928,89.66291903095672,181.45122681204577
2017-02-28,202.39631795247917,87.5393042148618,178.34486578645186
2017-03-31,221.26957635480923,87.93345799259666,177.8601037150418
2017-04-30,203.83914581552253,87.76564245657156,180.28452941971082
2017-05-31,203.5818293246928,89.63069934467188,176.92863169750225
2017-06-30,202.39631795247917,89.78522090901379,174.36196700276258
2017-07-31,221.26957635480923,88.30555305371719,178.01036618569975
2017-08-31,203.83914581552253,88.75213576869669,179.5356665742659
2017-09-30,203.5818293246928,88.5810545772854,174.54793383359967
2017-10-31,202.39631795247917,90.4578590584887,179.86596627485125
2017-11-30,221.26957635480923,88.95853931171888,177.6293117122933
2017-12-31,203.83914581552253,89.25587724416445,174.80660801856948
2018-01-31,203.5818293246928,88.15250462505023,186.95383371962774
2018-02-28,202.39631795247917,89.87564523151431,177.86330751239274
2018-03-31,221.26957635480923,88.64584887423041,183.89181347043456
2018-04-30,203.83914581552253,90.48162828765766,181.8665779731801
2018-05-31,203.5818293246928,88.51998734778118,176.80361884889285
2018-06-30,202.39631795247917,90.50309056458003,188.08482967702287
2018-07-31,221.26957635480923,90.44490605668068,181.15122524369346
2018-08-31,203.83914581552253,89.6819248134625,181.11659171988777
2018-09-30,203.5818293246928,90.16299738545763,180.34845749583025
2018-10-31,202.39631795247917,90.7368480365818,177.81908144873165
2018-11-30,221.26957635480923,88.71050854600627,181.80573119534512
2018-12-31,203.83914581552253,90.3642836815823,172.54284025429016
2019-01-31,203.5818293246928,89.31057437665528,175.64508291642912
2019-02-28,202.39631795247917,90.38790796340874,178.16462033502623
2019-03-31,221.26957635480923,88.84660984278209,180.13579084342012
2019-04-30,203.83914581552253,89.21827230111778,176.31666712952045
2019-05-31,203.5818293246928,89.3233766646954,181.27185803014132
2019-06-30,202.39631795247917,90.43549254493598,179.89563277848436
2019-07-31,221.26957635480923,89.70128191673132,184.67137536956446
2019-08-31,203.83914581552253,89.38110186142407,176.31590901403578
2019-09-30,203.5818293246928,88.8180920741203,183.6402875533855
2019-10-31,202.39631795247917,89.40151690652264,180.49031584277745
2019-11-30,221.26957635480923,89.9745775259076,178.08908002142522
2019-12-31,203.83914581552253,89.360633603567,184.263075950962
2020-01-31,203.5818293246928,89.7687259025854,176.95987593670316
2020-02-29,202.39631795247917,89.93984358278487,179.4705421541918
2020-03-31,221.26957635480923,90.57171350946258,180.67925333860615
2020-04-30,203.83914581552253,90.97756136024512,174.9110729490777
2020-05-31,203.5818293246928,88.01767073508492,181.7726614026067
2020-06-30,202.39631795247917,90.98582786335629,175.14434142453203
2020-07-31,221.26957635480923,91.42385434016465,178.28197570505796
2020-08-31,203.83914581552253,88.59651523411105,183.8259264708773
2020-09-30,265.71940024932826,90.02501461794736,179.95639357318
2020-10-31,225.07794492009228,91.43229106065789,176.4489992496007
2020-11-30,232.00625888131955,91.99184855717235,179.37090063091418
2020-12-31,288.6076041362947,91.33919143257656,175.63932530222922
2021-01-31,276.01341189775366,89.68598530237932,175.47968282186466
2021-02-28,226.86999401875792,91.055334998718,181.42487440045878
2021-03-31,255.53829618880798,91.52736082657782,177.492962691551
2021-04-30,241.6484063264965,90.43089452040033,178.90179518023913
2021-05-31,277.86124496907235,90.89990385117083,177.40195634002174
2021-06-30,222.8670891534089,90.32044302386309,186.20923895487164
2021-07-31,265.71940024932826,91.21323288925035,178.2262409601895
2021-08-31,225.07794492009228,91.77880030001948,184.73464728773413
2021-09-30,232.00625888131955,90.36145322976131,180.762145465907
2021-10-31,288.6076041362947,90.95685556492083,183.7704899230673
2021-11-30,276.01341189775366,91.39943425703694,183.2131685823893
2021-12-31,226.86999401875792,90.81775125494195,184.34113276344453
2022-01-31,255.53829618880798,90.30413584819328,183.77841553758648
2022-02-28,241.6484063264965,90.23330398409522,179.01353607893552
2022-03-31,277.86124496907235,90.6505473798029,179.85068831059692
2022-04-30,222.8670891534089,91.1485077145685,179.7476447303056
2022-05-31,265.71940024932826,88.81090938980893,184.4775188387505
2022-06-30,225.07794492009228,91.24643509296435,178.3975053525749
2022-07-31,232.00625888131955,92.43358056472908,181.61967965861956
2022-08-31,288.6076041362947,90.4628880356012,177.39933760094627
2022-09-30,276.01341189775366,89.8329370404611,176.82161276200122
2022-10-31,226.86999401875792,89.79040681983642,175.89343195965296
2022-11-30,255.53829618880798,90.32222678011665,178.58674184066808
2022-12-31,241.6484063264965,90.91974782847241,173.52642145394267
2023-01-31,277.86124496907235,88.09001193798119,181.68590501639667
2023-02-28,222.8670891534089,89.87277225514528,181.37085208940402
2023-03-31,265.71940024932826,91.96176312578758,179.8218521456185
2023-04-30,225.07794492009228,89.90254030692486,179.49484828654872
2023-05-31,232.00625888131955,88.8078810990364,179.29180343830748
2023-06-30,288.6076041362947,89.70859141601083,180.9637582584345
2023-07-31,276.01341189775366,90.48656385463784,182.33064116548078
2023-08-31,226.86999401875792,90.66875040745748,173.48965758054655
2023-09-30,255.53829618880798,89.5323980361759,176.4223189197209
2023-10-31,241.6484063264965,89.11750173762393,186.4086436018903
2023-11-30,277.86124496907235,89.63588469382913,175.6779261794979
2023-12-31,222.8670891534089,89.68251084702734,179.60686303009626
