,A,B,C
2014-01-31,178.59210240241464,46.56615907856134,177.4944984256549
2014-02-28,185.81487511203417,46.00798223092541,181.42893202283148
2014-03-31,193.0376478216537,45.44980538328948,185.363365620008
2014-04-30,185.5167527724406,44.62998360093665,181.3687641900487
2014-05-31,177.99585772322752,43.810161818583815,177.37416276008938
2014-06-30,193.17235199896555,44.06583647733357,179.82570787705532
2014-07-31,208.3488462747036,44.32151113608332,182.2772529940213
2014-08-31,193.47047433855911,44.61659024715175,182.5715078809079
2014-09-30,178.59210240241464,44.91166935822017,182.86576276779448
2014-10-31,185.81487511203417,44.46828899970607,178.88508793205995
2014-11-30,193.0376478216537,44.02490864119196,174.90441309632538
2014-12-31,185.5167527724406,44.57370332470134,177.2274616993152
2015-01-31,177.99585772322752,45.12249800821072,179.550510302305
2015-02-28,193.17235199896555,45.45436293334039,180.92923523232326
2015-03-31,208.3488462747036,45.786227858470056,182.3079601623415
2015-04-30,193.47047433855911,56.48575434339789,182.3466595638768
2015-05-31,178.59210240241464,67.18528082832573,182.3853589654121
2015-06-30,185.81487511203417,67.35084713604294,178.00398630409921
2015-07-31,193.0376478216537,67.51641344376016,173.6226136427863
2015-08-31,185.5167527724406,67.16918974503523,175.50083755116364
2015-09-30,177.99585772322752,66.82196604631031,177.379061459541
2015-10-31,193.17235199896555,67.15822287449257,176.0291102833232
2015-11-30,208.3488462747036,67.49447970267484,174.67915910710542
2015-12-31,193.47047433855911,69.2927890281422,173.00677283868197
2016-01-31,178.59210240241464,71.09109835360955,171.33438657025852
2016-02-29,185.81487511203417,71.30166704539644,174.15934244662134
2016-03-31,193.0376478216537,71.51223573718335,176.9842983229842
2016-04-30,185.5167527724406,71.23927488018359,175.8913444761111
2016-05-31,177.99585772322752,70.96631402318381,174.798390629238
2016-06-30,193.17235199896555,72.00414711755496,177.7477658197891
2016-07-31,208.3488462747036,73.04198021192613,180.6971410103402
2016-08-31,193.47047433855911,76.31789942845562,175.03251149186792
2016-09-30,178.59210240241464,79.5938186449851,169.36788197339564
2016-10-31,185.81487511203417,79.44562120469287,173.95205649282602
2016-11-30,193.0376478216537,79.29742376440063,178.5362310122564
2016-12-31,185.5167527724406,79.50762928718285,180.1811752170534
2017-01-31,177.99585772322752,79.71783480996508,181.8261194218504
2017-02-28,193.17235199896555,79.7478440954578,181.61815643653537
2017-03-31,208.3488462747036,79.77785338095052,181.41019345122035
2017-04-30,193.47047433855911,81.42530662261598,179.0304233457802
2017-05-31,178.59210240241464,83.07275986428144,176.65065324034006
2017-06-30,185.81487511203417,82.6488099647184,178.12373239335164
2017-07-31,193.0376478216537,82.22486006515534,179.5968115463632
2017-08-31,185.5167527724406,82.55531371144446,179.12974303550223
2017-09-30,177.99585772322752,82.88576735773356,178.66267452464126
2017-10-31,193.17235199896555,83.08300439731954,177.40394061890208
2017-11-30,208.3488462747036,83.28024143690554,176.1452067131629
2017-12-31,193.47047433855911,84.20213258226622,176.4860237058058
2018-01-31,178.59210240241464,85.1240237276269,176.8268406984487
2018-02-28,185.81487511203417,85.04892283960677,177.93425309963243
2018-03-31,193.0376478216537,84.97382195158664,179.04166550081618
2018-04-30,185.5167527724406,85.67132647954213,179.59313697023111
2018-05-31,177.99585772322752,86.36883100749763,180.14460843964605
2018-06-30,193.17235199896555,85.66893459759979,182.57216546332177
2018-07-31,208.3488462747036,84.96903818770195,184.99972248699748
2018-08-31,193.47047433855911,85.52429797817084,182.08576471112065
2018-09-30,178.59210240241464,86.0795577686397,179.1718069352438
2018-10-31,185.81487511203417,86.32660516955139,174.47238099343753
2018-11-30,193.0376478216537,86.57365257046305,169.77295505163127
2018-12-31,185.5167527724406,86.58015153423419,173.57818161119616
2019-01-31,177.99585772322752,86.58665049800533,177.38340817076102
2019-02-28,193.17235199896555,87.36557453038336,176.95386154463762
2019-03-31,208.3488462747036,88.1444985627614,176.5243149185142
2019-04-30,193.47047433855911,87.96626149849504,175.57186966769865
2019-05-31,178.59210240241464,87.7880244342287,174.61942441688308
2019-06-30,185.81487511203417,87.53019989714662,174.30677172087297
2019-07-31,193.0376478216537,87.27237536006453,173.99411902486287
2019-08-31,185.5167527724406,87.51788628945745,175.242438282695
2019-09-30,177.99585772322752,87.76339721885037,176.4907575405271
2019-10-31,193.17235199896555,88.09692225603149,177.3762865082988
2019-11-30,208.3488462747036,88.43044729321261,178.2618154760705
2019-12-31,193.47047433855911,88.20382746167712,178.06622476901424
2020-01-31,178.59210240241464,87.97720763014163,177.870634061958
2020-02-29,185.81487511203417,87.8868851171703,179.61746400483474
2020-03-31,193.0376478216537,87.79656260419895,181.36429394771147
2020-04-30,185.5167527724406,87.71976758662409,178.25471469403422
2020-05-31,177.99585772322752,87.64297256904922,175.14513544035697
2020-06-30,193.17235199896555,87.75253130994196,178.08155340570255
2020-07-31,208.3488462747036,87.86209005083471,181.01797137104813
2020-08-31,193.47047433855911,88.87561418446032,178.68125943300646
2020-09-30,178.59210240241464,89.88913831808594,176.3445474949648
2020-10-31,185.81487511203417,89.33457538404593,176.6027589072077
2020-11-30,193.0376478216537,88.78001245000594,176.8609703194506
2020-12-31,185.5167527724406,88.56000859370093,183.0910957742809
2021-01-31,177.99585772322752,88.34000473739593,189.3212212291112
2021-02-28,193.17235199896555,88.96817679576404,186.77191041399777
2021-03-31,208.3488462747036,89.59634885413216,184.2225995988844
2021-04-30,193.47047433855911,89.47794441395331,180.46780484954138
2021-05-31,178.59210240241464,89.35953997377445,176.71301010019835
2021-06-30,185.81487511203417,88.57251907101866,180.1193679571786
2021-07-31,193.0376478216537,87.78549816826286,183.52572581415887
2021-08-31,185.5167527724406,88.2247244707011,178.9378444964514
2021-09-30,177.99585772322752,88.66395077313935,174.3499631787439
2021-10-31,193.17235199896555,88.21548884019168,176.93572217908098
2021-11-30,208.3488462747036,87.767026907244,179.52148117941806
2021-12-31,193.47047433855911,88.77152939055631,179.37395075291113
2022-01-31,178.59210240241464,89.77603187386863,179.2264203264042
2022-02-28,185.81487511203417,89.44221888167755,177.72715667546024
2022-03-31,193.0376478216537,89.10840588948648,176.22789302451628
2022-04-30,185.5167527724406,89.73873896948486,178.14336135993108
2022-05-31,177.99585772322752,90.36907204948324,180.05882969534585
2022-06-30,193.17235199896555,89.02532123936518,176.94610843366468
2022-07-31,208.3488462747036,87.68157042924713,173.8333871719835
2022-08-31,193.47047433855911,88.38376417827723,171.94583735332122
2022-09-30,178.59210240241464,89.08595792730735,170.05828753465894
2022-10-31,185.81487511203417,89.70714711232836,173.14539290675157
2022-11-30,193.0376478216537,90.32833629734938,176.23249827884422
2022-12-31,185.5167527724406,89.97264117391035,176.97085807373819
2023-01-31,177.99585772322752,89.61694605047131,177.70921786863215
2023-02-28,193.17235199896555,89.10903438148338,178.2353913605572
2023-03-31,208.3488462747036,88.60112271249545,178.76156485248225
2023-04-30,193.47047433855911,89.12403436757141,181.62901034673894
2023-05-31,178.59210240241464,89.64694602264737,184.4964558409956
2023-06-30,185.81487511203417,89.7357106516766,183.30182612103232
2023-07-31,193.0376478216537,89.82447528070583,182.10719640106907
2023-08-31,185.5167527724406,89.77542442430237,182.47114493168658
2023-09-30,177.99585772322752,89.72637356789892,182.8350934623041
2023-10-31,193.17235199896555,89.1164390471406,180.2720531708888
2023-11-30,208.3488462747036,88.5065045263823,177.70901287947353
2023-12-31,193.47047433855911,89.32709114091338,181.45624121894286
2024-01-31,178.59210240241464,90.14767775544446,185.2034695584122
2024-02-29,185.81487511203417,90.35014159516945,182.56791342242227
2024-03-31,193.0376478216537,90.55260543489442,179.93235728643234
2024-04-30,185.5167527724406,89.28828285441853,179.55061204686007
2024-05-31,177.99585772322752,88.02396027394263,179.16886680728783
2024-06-30,193.17235199896555,89.44967383646369,181.99482400840157
2024-07-31,208.3488462747036,90.87538739898474,184.8207812095153
2024-08-31,193.47047433855911,90.7669276405943,180.36284603052815
2024-09-30,178.59210240241464,90.65846788220388,175.90491085154102
2024-10-31,185.81487511203417,90.32782654796904,179.36689222157048
2024-11-30,193.0376478216537,89.99718521373421,182.82887359159992
2024-12-31,185.5167527724406,89.18656206424299,179.3121327476884
2025-01-31,177.99585772322752,88.37593891475177,175.79539190377687
2025-02-28,193.17235199896555,89.0302452278458,176.66575829926086
2025-03-31,208.3488462747036,89.68455154093982,177.5361246947448
2025-04-30,193.47047433855911,90.74738452995882,177.34918874990157
2025-05-31,178.59210240241464,91.81021751897782,177.16225280505833
2025-06-30,185.81487511203417,90.66511694660458,175.03112692293774
2025-07-31,193.0376478216537,89.52001637423135,172.90000104081716
2025-08-31,185.5167527724406,90.07877256618787,177.75702273771503
2025-09-30,177.99585772322752,90.6375287581444,182.6140444346129
2025-10-31,193.17235199896555,90.31607598890633,182.11862998414603
2025-11-30,208.3488462747036,89.99462321966828,181.62321553367917
2025-12-31,193.47047433855911,89.87258021650788,181.99598657362662
2026-01-31,178.59210240241464,89.75053721334749,182.36875761357408
2026-02-28,185.81487511203417,89.82172270778688,179.51487315682408
2026-03-31,193.0376478216537,89.89290820222627,176.66098870007409
2026-04-30,185.5167527724406,89.49313118141225,174.8801426993046
2026-05-31,177.99585772322752,89.09335416059825,173.09929669853508
2026-06-30,193.17235199896555,88.74780695425613,174.6599913340744
2026-07-31,208.3488462747036,88.40225974791402,176.22068596961367
2026-08-31,193.47047433855911,89.05689834195358,176.28887886205138
2026-09-30,178.59210240241464,89.71153693599315,176.35707175448908
2026-10-31,185.81487511203417,90.02046973770302,178.9814288757463
2026-11-30,193.0376478216537,90.32940253941288,181.60578599700355
2026-12-31,185.5167527724406,90.52760376456332,183.71745978557516
2027-01-31,177.99585772322752,90.72580498971377,185.82913357414677
2027-02-28,193.17235199896555,90.0294291736239,180.74676980670313
2027-03-31,208.3488462747036,89.33305335753401,175.66440603925952
2027-04-30,238.46829437898404,89.49341879750239,181.34049249789837
2027-05-31,268.5877424832645,89.65378423747075,187.0165789565372
2027-06-30,264.30468875131226,90.0295937003709,183.40142228132083
2027-07-31,260.02163501936,90.40540316327105,179.78626560610445
2027-08-31,240.49601069060293,90.05870188479246,180.2038712902447
2027-09-30,220.97038636184587,89.71200060631386,180.62147697438493
2027-10-31,249.87930798645834,89.50620216209526,181.89576474595648
2027-11-30,278.7882296110708,89.30040371787666,183.17005251752803
2027-12-31,269.5537624295601,89.70092861958065,180.43393311079308
2028-01-31,260.3192952480494,90.10145352128464,177.6978137040581
2028-02-29,262.07372873047416,90.01804822850303,181.15221942912305
2028-03-31,263.82816221289886,89.93464293572144,184.606625154188
2028-04-30,256.0308669071178,89.71973193613735,182.50640103124
2028-05-31,248.2335716013368,89.50482093655326,180.406176908292
2028-06-30,262.40900951265144,89.24282405238141,182.4927467746836
2028-07-31,276.584447423966,88.98082716820956,184.5793166410752
2028-08-31,253.61606399620968,89.90846253526756,183.0413538750147
2028-09-30,230.64768056845332,90.83609790232556,181.50339110895416
2028-10-31,241.80296296782592,89.92513798987113,182.40843710856527
2028-11-30,252.95824536719851,89.01417807741672,183.31348310817637
2028-12-31,260.7729939252315,89.32554096163102,180.6452610691392
2029-01-31,268.5877424832645,89.63690384584531,177.97703903010202
2029-02-28,264.30468875131226,89.55622232207756,180.47527269722707
2029-03-31,260.02163501936,89.47554079830982,182.9735063643521
2029-04-30,240.49601069060293,89.1357004442529,180.830875510843
2029-05-31,220.97038636184587,88.79586009019597,178.6882446573339
2029-06-30,249.87930798645834,88.79405419116841,176.69759627665957
2029-07-31,278.7882296110708,88.79224829214084,174.7069478959852
2029-08-31,269.5537624295601,89.88607057038013,178.28163648415023
2029-09-30,260.3192952480494,90.9798928486194,181.8563250723153
2029-10-31,262.07372873047416,90.4612869938511,180.42969419669825
2029-11-30,263.82816221289886,89.94268113908281,179.0030633210812
2029-12-31,256.0308669071178,90.03164438908588,179.57560388035893
2030-01-31,248.2335716013368,90.12060763908896,180.14814443963664
2030-02-28,262.40900951265144,89.63247040975665,179.60699512481185
2030-03-31,276.584447423966,89.14433318042433,179.06584580998705
2030-04-30,253.61606399620968,89.65062489343934,178.25542609573978
2030-05-31,230.64768056845332,90.15691660645436,177.44500638149253
2030-06-30,241.80296296782592,89.46675247627502,175.95557637448766
2030-07-31,252.95824536719851,88.77658834609568,174.4661463674828
2030-08-31,260.7729939252315,88.86196165595027,177.13186674881285
2030-09-30,268.5877424832645,88.94733496580486,179.79758713014292
2030-10-31,264.30468875131226,89.6638213345654,179.81947790653965
2030-11-30,260.02163501936,90.38030770332595,179.84136868293635
2030-12-31,240.49601069060293,90.86135906376812,181.8599111053258
2031-01-31,220.97038636184587,91.34241042421029,183.8784535277153
2031-02-28,249.87930798645834,90.67667163152191,180.24372042579148
2031-03-31,278.7882296110708,90.01093283883354,176.60898732386764
2031-04-30,269.5537624295601,90.14163491973991,175.6938683651998
2031-05-31,260.3192952480494,90.27233700064627,174.77874940653194
2031-06-30,262.07372873047416,89.52471627468194,177.21793853219165
2031-07-31,263.82816221289886,88.7770955487176,179.65712765785136
2031-08-31,256.0308669071178,89.79903149443615,178.78868239592276
2031-09-30,248.2335716013368,90.8209674401547,177.9202371339942
2031-10-31,262.40900951265144,90.33866463906026,176.6753761919258
2031-11-30,276.584447423966,89.85636183796582,175.43051524985742
2031-12-31,253.61606399620968,89.14947231844556,175.91674767196588
2032-01-31,230.64768056845332,88.44258279892532,176.40298009407434
2032-02-29,241.80296296782592,88.953603503367,177.29826645012525
2032-03-31,252.95824536719851,89.4646242078087,178.1935528061762
2032-04-30,260.7729939252315,90.16297213660499,180.46285086945701
2032-05-31,268.5877424832645,90.86132006540127,182.73214893273783
2032-06-30,264.30468875131226,90.31319843470547,184.1473112818094
2032-07-31,260.02163501936,89.76507680400968,185.562473630881
2032-08-31,240.49601069060293,89.44924057413519,182.07085037355222
2032-09-30,220.97038636184587,89.1334043442607,178.57922711622342
2032-10-31,249.87930798645834,89.26901398184428,181.15851826496547
2032-11-30,278.7882296110708,89.40462361942787,183.7378094137075
2032-12-31,269.5537624295601,90.44845637558694,181.50449618948423
2033-01-31,260.3192952480494,91.49228913174603,179.27118296526095
2033-02-28,262.07372873047416,90.63300303626922,182.63309271568863
2033-03-31,263.82816221289886,89.7737169407924,185.99500246611635
2033-04-30,256.0308669071178,89.78716530986358,181.02346157387564
2033-05-31,248.2335716013368,89.80061367893478,176.0519206816349
2033-06-30,262.40900951265144,89.98041506938229,183.6962915606336
2033-07-31,276.584447423966,90.1602164598298,191.3406624396323
2033-08-31,253.61606399620968,90.05814208899139,184.6315376017815
2033-09-30,230.64768056845332,89.95606771815298,177.9224127639307
2033-10-31,241.80296296782592,90.00817834880641,177.12593854225486
2033-11-30,252.95824536719851,90.06028897945983,176.329464320579
