indice,Valor
2014-01-31,-0.27941549819892586
2014-02-28,-0.5889499233355364
2014-03-31,-0.7396104993135685
2014-04-30,-0.8284489026951551
2014-05-31,-0.8856557205655107
2014-06-30,-0.9242494595486639
2014-07-31,-0.9509029165161206
2014-08-31,-0.9694322257913138
2014-09-30,-0.9821928414034774
2014-10-31,-0.9907230162717919
2014-11-30,-0.9960719764968222
2014-12-31,-0.9989805645589335
2015-01-31,-0.9999868090301592
2015-02-28,-0.9994906752038532
2015-03-31,-0.9977953954501569
2015-04-30,-0.9951347492918928
2015-05-31,-0.9916915913300809
2015-06-30,-0.9876107489667215
2015-07-31,-0.9830081958805846
2015-08-31,-0.9779777011992947
2015-09-30,-0.9725957304840819
2015-10-31,-0.9669251126397675
2015-11-30,-0.961017820627472
2015-12-31,-0.954917105907165
2016-01-31,-0.9486591549575885
2016-02-29,-0.9422743878544915
2016-03-31,-0.9357884856419639
2016-04-30,-0.9292232100188964
2016-05-31,-0.9225970624214841
2016-06-30,-0.9159258177833624
2016-07-31,-0.9092229596833585
2016-08-31,-0.9025000372935443
2016-09-30,-0.8957669598652488
2016-10-31,-0.889032240986071
2016-11-30,-0.882303202189796
2016-12-31,-0.8755861434784332
2017-01-31,-0.8688864867601546
2017-02-28,-0.8622088970016971
2017-03-31,-0.8555573849534405
2017-04-30,-0.8489353945667386
2017-05-31,-0.8423458776392652
2017-06-30,-0.8357913577599593
2017-07-31,-0.8292739852539792
2017-08-31,-0.8227955845297569
2017-09-30,-0.816357694989178
2017-10-31,-0.809961606466251
2017-11-30,-0.8036083900000484
2017-12-31,-0.7972989246169807
2018-01-31,-0.791033920689964
2018-02-28,-0.7848139403532542
2018-03-31,-0.7786394153781345
2018-04-30,-0.7725106628533985
2018-05-31,-0.7664278989634841
2018-06-30,-0.7603912511142885
2018-07-31,-0.7544007686206909
2018-08-31,-0.7484564321395324
2018-09-30,-0.7425581620061259
2018-10-31,-0.7367058256106449
2018-11-30,-0.7308992439322679
2018-12-31,-0.7251381973332133
2019-01-31,-0.7194224307013055
2019-02-28,-0.7137516580182457
2019-03-31,-0.708125566420801
2019-04-30,-0.7025438198136598
2019-05-31,-0.6970060620853219
2019-06-30,-0.6915119199720595
2019-07-31,-0.68606100560949
2019-08-31,-0.6806529188065197
2019-09-30,-0.6752872490722843
2019-10-31,-0.6699635774230887
2019-11-30,-0.6646814779932105
2019-12-31,-0.6594405194706582
2020-01-31,-0.6542402663765948
2020-02-29,-0.6490802802049792
2020-03-31,-0.6439601204371784
2020-04-30,-0.6388793454446042
2020-05-31,-0.6338375132910546
2020-06-30,-0.6288341824451221
2020-07-31,-0.6238689124119351
2020-08-31,-0.6189412642925062
2020-09-30,-0.6140508012780657
2020-10-31,-0.6091970890860108
2020-11-30,-0.6043796963433793
2020-12-31,-0.5995981949231545
2021-01-31,-0.5948521602381737
2021-02-28,-0.5901411714969064
2021-03-31,-0.5854648119249386
2021-04-30,-0.5808226689556276
2021-05-31,-0.5762143343930195
2021-06-30,-0.571639404549838
2021-07-31,-0.5670974803630523
2021-08-31,-0.5625881674893066
2021-09-30,-0.5581110763822447
2021-10-31,-0.5536658223535927
2021-11-30,-0.5492520256196514
2021-12-31,-0.544869311334719
