indice,Peso,Altura,Dinero,Edad,Ganancia
2014-01-31,59.707721348033544,184.4722902102804,133.7812929592509,80.0,92.8061891938757
2014-02-28,60.199205078031,174.84693861019576,126.12771237692183,83.46573590279972,97.77148198443447
2014-03-31,59.97702380745289,177.87129780089697,125.59820178238562,85.49306144334055,89.8080895418867
2014-04-30,59.83429383271919,178.2692511802927,129.3000516484453,86.93147180559946,102.74080506999148
2014-05-31,71.94931846491083,184.1351458748865,120.88118790574168,88.0471895621705,106.23108256110412
2014-06-30,72.16413806220753,174.53529611961534,129.7993922820109,88.95879734614027,98.47119132820019
2014-07-31,74.73867464677292,176.46969292380956,127.423081308185,89.72955074527657,97.74842214652594
2014-08-31,74.75519586750583,182.96949369668803,129.85281493685324,90.39720770839918,107.00116818422978
2014-09-30,74.95131628662124,178.39446691158253,133.96674477617304,90.9861228866811,103.73373844065776
2014-10-31,75.86490071089591,184.0219134133667,132.8673373317265,91.51292546497024,99.29984105490017
2014-11-30,74.87544046368343,176.56630031618732,131.6722436863629,91.98947636399186,99.05476731166404
2014-12-31,75.86678979618523,187.1713621418098,133.57468384024781,92.42453324894001,107.25779662880674
2015-01-31,75.5751203170946,173.85476451651923,133.7812929592509,92.82474678730769,95.0188816745627
2015-02-28,75.38822141202327,185.8804559817123,126.12771237692183,93.19528664807629,102.00587619381388
2015-03-31,75.86161158455029,177.271601177614,125.59820178238562,93.54025100551105,98.9114797094717
2015-04-30,75.4159056065152,186.8286376365017,129.3000516484453,93.8629436111989,104.62547557542744
2015-05-31,75.2210413455318,187.4253396509076,120.88118790574168,94.16606672028108,100.05007520612568
2015-06-30,75.76340280954294,184.72562375103058,129.7993922820109,94.45185878948082,103.785185100879
2015-07-31,75.3927935925972,179.74543001476266,127.423081308185,94.7221948958322,98.18965020844365
2015-08-31,75.97565579285201,183.5273696353922,129.85281493685324,94.97866136776996,105.9476305164687
2015-09-30,75.36113888002141,180.82614853566156,133.96674477617304,95.22261218861712,101.05227212840576
2015-10-31,75.72982101259522,177.26941395983957,132.8673373317265,95.45521226679158,103.24123379566063
2015-11-30,74.70211169086811,177.14740664201557,131.6722436863629,95.67747107964576,98.47103512046839
2015-12-31,75.04741132504482,178.48149713540667,133.57468384024781,95.89026915173973,101.66645977205766
2016-01-31,74.33033183928536,175.1615545731903,133.7812929592509,96.094379124341,100.70691334535314
2016-02-29,73.55879997006704,177.45272561322346,126.12771237692183,96.29048269010741,103.55450652232102
2016-03-31,74.33892293012362,183.58425669819368,125.59820178238562,96.47918433002164,96.65243719118745
2016-04-30,73.904096508451,185.73738246273624,129.3000516484453,96.66102255087603,96.19159638505056
2016-05-31,74.36733451093663,180.976341947258,120.88118790574168,96.83647914993237,107.7704154048021
2016-06-30,74.66302282631382,174.1892546202207,129.7993922820109,97.00598690831077,97.85806216610543
2016-07-31,74.4495121657457,178.71427988324862,127.423081308185,97.16993602242573,99.13492387310713
2016-08-31,75.0485792659787,181.29406059551886,129.85281493685324,97.32867951399864,98.45390291223711
2016-09-30,75.25170127985116,179.07990062358334,133.96674477617304,97.4825378073324,103.61126005616406
2016-10-31,74.84794063216196,180.4798071512271,132.8673373317265,97.6318026230808,90.76513197171712
2016-11-30,75.68825623610223,179.60715467120406,131.6722436863629,97.77674030744707,100.6438393178962
2016-12-31,75.05316131933247,174.69367842573894,133.57468384024781,97.91759469228055,103.29768031937085
2017-01-31,75.79224298654094,178.98890475657527,133.7812929592509,98.05458956322113,99.17663039117089
2017-02-28,75.0685293401501,183.30603093169938,126.12771237692183,98.18793079863192,98.68647044876836
2017-03-31,75.60476433430725,181.44930298324957,125.59820178238562,98.31780823064824,104.36353249751332
2017-04-30,74.35610913722788,176.7653005224787,129.3000516484453,98.44439727056968,99.53958665862255
2017-05-31,75.26051680976265,178.88878834882092,120.88118790574168,98.56786033352154,101.66417593252838
2017-06-30,75.04926514441576,178.0546201109521,129.7993922820109,98.68834809141684,105.26421760190733
2017-07-31,75.08902238722052,174.93684141310416,127.423081308185,98.80600057846782,104.32207167983444
2017-08-31,75.7042609359789,185.2860576606175,129.85281493685324,98.9209481695913,100.33329382377707
2017-09-30,74.54865146313678,181.15660998816244,133.96674477617304,99.0333124488516,97.31655765640961
2017-10-31,75.68900150300445,170.141727766729,132.8673373317265,99.14320698244548,97.91206215489602
2017-11-30,74.13079731719246,186.45835844056342,131.6722436863629,99.25073800855029,98.34807330966764
2017-12-31,75.55300325779294,178.23367033666767,133.57468384024781,99.35600505453945,101.454312179053
2018-01-31,73.96321137490102,182.5332568518988,133.7812929592509,99.45910149055314,101.83207350550748
2018-02-28,74.56306609215417,181.4161571531187,126.12771237692183,99.56011502714072,101.36125747249297
2018-03-31,74.23907455218765,178.11977876423063,125.59820178238562,99.65912816362163,96.4231762906654
2018-04-30,74.58971327980204,181.18640233095854,129.3000516484453,99.75621859290715,97.0613700672413
2018-05-31,73.88201131339112,179.21801156106608,120.88118790574168,99.85145956776061,108.30783894889515
2018-06-30,75.47524946252872,181.42106294757895,129.7993922820109,99.94492023282137,102.93668706410692
2018-07-31,74.34535048779101,184.88464117716802,127.423081308185,100.03666592616236,100.90357187084359
2018-08-31,76.15303035195333,190.93046006098854,129.85281493685324,100.12675845367575,99.89735253865688
2018-09-30,74.738967828984,178.57040087125944,133.96674477617304,100.21525633917275,102.53128854778763
2018-10-31,75.98601800339422,187.9796348062105,132.8673373317265,100.3022150527321,100.67975046292473
2018-11-30,74.82701748223658,181.47809169313476,131.6722436863629,100.3876872195286,104.70367183291533
2018-12-31,75.63070636897805,174.8090434710495,133.57468384024781,100.47172281111051,99.17906269941042
2019-01-31,74.65818150049026,177.77727519630434,133.7812929592509,100.55436932086656,101.75168808417087
2019-02-28,74.62000187239953,178.9815489480461,126.12771237692183,100.63567192522547,96.03278916673287
2019-03-31,74.6856422142288,181.48416798422414,125.59820178238562,100.71567363195766,106.1464740587508
2019-04-30,74.94544576438616,183.80025938464877,129.3000516484453,100.79441541679836,98.77377836223596
2019-05-31,74.62406787772623,188.16927715897924,120.88118790574168,100.87193634947818,98.31764301964203
2019-06-30,75.45088058248544,177.7050769175719,129.7993922820109,100.94827371013213,93.6132395571754
2019-07-31,74.63488183747565,180.66079248139775,127.423081308185,101.02346309695483,101.91926908533254
2019-08-31,75.39678687415885,180.48223587921404,129.85281493685324,101.09753852588054,95.37171515620211
2019-09-30,74.52803094013062,183.3826534902627,133.96674477617304,101.17053252298629,89.50256745018117
2019-10-31,75.04372482501448,174.79262125942418,132.8673373317265,101.24247621024679,100.0321656472403
2019-11-30,75.02404175718775,185.37038303572228,131.6722436863629,101.31339938520658,97.039729779991
2019-12-31,75.17319987346758,185.57829495175818,133.57468384024781,101.38333059508028,101.743701585663
2020-01-31,74.61781264960499,181.7756577727136,133.7812929592509,101.45229720574196,101.95816201287869
2020-02-29,75.43331703048,180.71119233308343,126.12771237692183,101.52032546602085,101.69024599002476
2020-03-31,74.62026581168888,173.48704013580678,125.59820178238562,101.58744056768155,101.49922606104501
2020-04-30,74.96125320438938,172.1105740277289,129.3000516484453,101.65366670143166,107.12663006757384
2020-05-31,74.14232982519923,175.5178403785215,120.88118790574168,101.71902710926842,104.15426079308122
2020-06-30,74.56675609601815,181.41864376508778,129.7993922820109,101.78354413344796,102.53559015132578
2020-07-31,74.59377785241261,176.60584922574532,127.423081308185,101.84723926233511,102.75972492952049
2020-08-31,74.55670159764692,174.09113741067534,129.85281493685324,101.9101331733694,101.58748079576529
2020-09-30,74.81408827052319,178.15475022819493,133.96674477617304,101.9722457733622,60.39929095338781
2020-10-31,74.43308931644683,181.94085825832957,132.8673373317265,102.03359623632127,59.37930537464256
2020-11-30,75.49546622903381,185.70727395460892,131.6722436863629,102.09420303898298,60.44639803017075
2020-12-31,74.50938259746803,171.17063653028276,133.57468384024781,102.15408399421656,59.70694008582865
2021-01-31,75.64108535840599,182.7545419181057,133.7812929592509,102.21325628245158,72.58321696271214
2021-02-28,75.03584331989057,183.6559796284337,126.12771237692183,102.27173648126754,71.45054890006905
2021-03-31,75.04505047106468,176.6474221563994,125.59820178238562,102.32954059327292,74.955728007859
2021-04-30,75.62431942230677,182.3953141669299,129.3000516484453,102.38668407239103,73.92309683695403
2021-05-31,74.5110821072456,184.52086139347023,120.88118790574168,102.4431818486607,75.2816479251811
2021-06-30,75.58738772868804,184.97021561097444,129.7993922820109,102.49904835165133,74.50289324760972
2021-07-31,74.77433073915573,178.02245249252343,127.423081308185,102.55429753258426,75.63866895975448
2021-08-31,75.60791802193916,175.02012769228452,129.85281493685324,102.6089428852452,74.68330349713398
2021-09-30,74.95885500605213,177.92565939836257,133.96674477617304,102.66299746576628,75.48337178656404
2021-10-31,75.74015364219805,185.30209283136824,132.8673373317265,102.71647391135002,74.77694472134982
2021-11-30,74.88293005247024,183.2970675752748,131.6722436863629,102.7693844580027,75.15629568683147
2021-12-31,75.94748582328639,177.1220996910683,133.57468384024781,102.82174095733919,74.52184180434324
2022-01-31,74.61792807195204,178.33358315092048,133.7812929592509,102.87355489251692,74.81826243392253
2022-02-28,76.21999241546331,183.71834823269117,126.12771237692183,102.92483739335286,74.53968819994549
2022-03-31,74.66857179105237,177.76190633523677,125.59820178238562,102.97559925067296,74.78090134868943
2022-04-30,75.46219914835159,186.6300229949425,129.3000516484453,103.02585092994046,74.98976852197075
2022-05-31,74.87919052864638,177.94129061589726,120.88118790574168,103.0756025842063,75.08863417901041
2022-06-30,74.94259394059678,179.6792711440725,129.7993922820109,103.12486406642135,75.07570180748058
2022-07-31,74.84011381305889,180.62320375100356,127.423081308185,103.17364494114818,75.2606792266662
2022-08-31,74.69621293764678,172.85863547254644,129.85281493685324,103.22195449570685,75.2654332662445
2022-09-30,74.4238236782478,179.0849607346871,133.96674477617304,103.26980175078762,75.27076134218521
2022-10-31,74.69906926089905,173.45525181259794,132.8673373317265,103.31719547056034,75.28479778677595
2022-11-30,74.7672720834493,176.13708467555637,131.6722436863629,103.36414417230952,75.4647089613338
2022-12-31,74.99169213106356,177.36325379772293,133.57468384024781,103.4106561356211,75.52903588489039
2023-01-31,74.26441675299232,182.04905539761364,133.7812929592509,103.45673941114572,75.63218144854787
2023-02-28,75.06251705371484,179.82419116676735,126.12771237692183,103.50240182896208,75.13221340942694
2023-03-31,74.21616091331083,176.51814378435083,125.59820178238562,103.54765100656167,75.82927313738489
2023-04-30,74.90342809316901,182.45187425429768,129.3000516484453,103.59249435647547,75.03996392581655
2023-05-31,74.75513498534053,178.37885402480703,120.88118790574168,103.63693909356171,75.53449574107243
2023-06-30,74.46321172765558,184.2652761725076,129.7993922820109,103.68099224197248,74.89675782292332
2023-07-31,75.52121440644412,182.11309442137855,127.423081308185,103.72466064181626,74.81761722523784
2023-08-31,73.49345171898086,179.56364097777907,129.85281493685324,103.76795095553183,75.11370062779851
2023-09-30,75.16052186504737,183.24755240418745,133.96674477617304,103.81086967398878,74.04257602866312
2023-10-31,73.78010004430918,177.91041725952596,132.8673373317265,103.85342312232832,75.64396060725042
2023-11-30,74.84442144268681,182.31377528126094,131.6722436863629,103.89561746555765,74.63073302218662
2023-12-31,74.50326562052767,181.03688932824028,133.57468384024781,103.93745871391023,75.06866966878628
