indice,Valor
2014-01-31,685.2938719375719
2014-02-28,658.1874125761495
2014-03-31,630.8831280221846
2014-04-30,633.4921100722735
2014-05-31,642.1268917513547
2014-06-30,653.6331773562655
2014-07-31,654.2100768814536
2014-08-31,633.9310221076819
2014-09-30,639.9255821085029
2014-10-31,666.4763211939569
2014-11-30,675.719108478788
2014-12-31,639.1855911639865
2015-01-31,685.2938719375719
2015-02-28,658.1874125761495
2015-03-31,630.8831280221846
2015-04-30,633.4921100722735
2015-05-31,642.1268917513547
2015-06-30,653.6331773562655
2015-07-31,654.2100768814536
2015-08-31,633.9310221076819
2015-09-30,639.9255821085029
2015-10-31,666.4763211939569
2015-11-30,675.719108478788
2015-12-31,639.1855911639865
2016-01-31,685.2938719375719
2016-02-29,658.1874125761495
2016-03-31,630.8831280221846
2016-04-30,633.4921100722735
2016-05-31,642.1268917513547
2016-06-30,653.6331773562655
2016-07-31,654.2100768814536
2016-08-31,633.9310221076819
2016-09-30,639.9255821085029
2016-10-31,666.4763211939569
2016-11-30,675.719108478788
2016-12-31,639.1855911639865
2017-01-31,685.2938719375719
2017-02-28,658.1874125761495
2017-03-31,630.8831280221846
2017-04-30,633.4921100722735
2017-05-31,642.1268917513547
2017-06-30,653.6331773562655
2017-07-31,654.2100768814536
2017-08-31,633.9310221076819
2017-09-30,639.9255821085029
2017-10-31,666.4763211939569
2017-11-30,675.719108478788
2017-12-31,639.1855911639865
2018-01-31,685.2938719375719
2018-02-28,658.1874125761495
2018-03-31,630.8831280221846
2018-04-30,633.4921100722735
2018-05-31,642.1268917513547
2018-06-30,653.6331773562655
2018-07-31,654.2100768814536
2018-08-31,633.9310221076819
2018-09-30,639.9255821085029
2018-10-31,666.4763211939569
2018-11-30,675.719108478788
2018-12-31,639.1855911639865
2019-01-31,685.2938719375719
2019-02-28,658.1874125761495
2019-03-31,630.8831280221846
2019-04-30,633.4921100722735
2019-05-31,642.1268917513547
2019-06-30,653.6331773562655
2019-07-31,654.2100768814536
2019-08-31,633.9310221076819
2019-09-30,639.9255821085029
2019-10-31,666.4763211939569
2019-11-30,675.719108478788
2019-12-31,639.1855911639865
2020-01-31,685.2938719375719
2020-02-29,658.1874125761495
2020-03-31,630.8831280221846
2020-04-30,633.4921100722735
2020-05-31,642.1268917513547
2020-06-30,653.6331773562655
2020-07-31,654.2100768814536
2020-08-31,633.9310221076819
2020-09-30,639.9255821085029
2020-10-31,666.4763211939569
2020-11-30,675.719108478788
2020-12-31,639.1855911639865
2021-01-31,685.2938719375719
2021-02-28,658.1874125761495
2021-03-31,630.8831280221846
2021-04-30,633.4921100722735
2021-05-31,642.1268917513547
2021-06-30,653.6331773562655
2021-07-31,654.2100768814536
2021-08-31,633.9310221076819
2021-09-30,639.9255821085029
2021-10-31,666.4763211939569
2021-11-30,675.719108478788
2021-12-31,639.1855911639865
