indice,Valor
2014-01-01,250.2861825815399
2014-01-02,249.3220718245245
2014-01-03,250.1100236378036
2014-01-04,249.8601745198656
2014-01-05,250.4269565566954
2014-01-06,250.6260472675442
2014-01-07,399.67490785941527
2014-01-08,400.0034736616944
2014-01-09,399.06685909138525
2014-01-10,429.50383548695714
2014-01-11,431.14670363819937
2014-01-12,429.7511260309734
2014-01-13,496.0900007819031
2014-01-14,496.4702494218416
2014-01-15,495.36493659855824
2014-01-16,520.4940963650077
2014-01-17,521.9550072745526
2014-01-18,520.9646668842784
2014-01-19,551.7621183634741
2014-01-20,552.7976554932449
2014-01-21,552.2769660928777
2014-01-22,569.2029163430541
2014-01-23,569.8276558518428
2014-01-24,569.5942228943111
2014-01-25,584.8567215085961
2014-01-26,585.7804176093953
2014-01-27,585.8511892363185
2014-01-28,594.4204830095949
2014-01-29,595.5200323820803
2014-01-30,595.136151155331
2014-01-31,602.198582276196
2014-02-01,603.6753677961367
2014-02-02,602.7208783547771
2014-02-03,608.2330485241824
2014-02-04,608.3415083023847
2014-02-05,608.3364131345413
2014-02-06,613.4375027589804
2014-02-07,612.5513632365953
2014-02-08,613.7669071720561
2014-02-09,615.9889726498371
2014-02-10,278.9379099132867
2014-02-11,260.5218996908908
2014-02-12,222.01657008976906
2014-02-13,236.31025827355242
2014-02-14,261.8410868802945
2014-02-15,219.91106222260325
2014-02-16,251.2678980139606
2014-02-17,251.38332935440388
2014-02-18,274.3549100198347
2014-02-19,256.53977228047444
2014-02-20,243.38305337664895
2014-02-21,250.3363905689516
2014-02-22,238.72925418240544
2014-02-23,240.40756247974468
2014-02-24,278.9379099132867
2014-02-25,260.5218996908908
2014-02-26,222.01657008976906
2014-02-27,236.31025827355242
2014-02-28,261.8410868802945
2014-03-01,219.91106222260325
2014-03-02,251.2678980139606
2014-03-03,251.38332935440388
2014-03-04,274.3549100198347
2014-03-05,256.53977228047444
2014-03-06,243.38305337664895
2014-03-07,250.3363905689516
2014-03-08,238.72925418240544
2014-03-09,240.40756247974468
2014-03-10,278.9379099132867
2014-03-11,260.5218996908908
2014-03-12,222.01657008976906
2014-03-13,236.31025827355242
2014-03-14,261.8410868802945
2014-03-15,219.91106222260325
2014-03-16,251.2678980139606
2014-03-17,251.38332935440388
2014-03-18,274.3549100198347
2014-03-19,256.53977228047444
2014-03-20,243.38305337664895
2014-03-21,250.3363905689516
2014-03-22,238.72925418240544
2014-03-23,240.40756247974468
2014-03-24,278.9379099132867
2014-03-25,260.5218996908908
2014-03-26,222.01657008976906
2014-03-27,236.31025827355242
2014-03-28,261.8410868802945
2014-03-29,219.91106222260325
2014-03-30,251.2678980139606
2014-03-31,251.38332935440388
2014-04-01,274.3549100198347
2014-04-02,256.53977228047444
2014-04-03,243.38305337664895
2014-04-04,250.3363905689516
2014-04-05,238.72925418240544
2014-04-06,240.40756247974468
