,Peso,Altura
2014-01-31,102.55739893362633,95.68721358663781
2014-02-28,102.15217721210178,104.96416206748395
2014-03-31,99.38121486021771,95.49452881419246
2014-04-30,102.6125631070538,72.09646220794241
2014-05-31,102.98107341555513,93.02009384434737
2014-06-30,103.76492302099084,96.90416769631288
2014-07-31,102.09144087063288,92.59751446223117
2014-08-31,101.64492020955122,74.98548621787627
2014-09-30,103.63652851445349,75.21604714684509
2014-10-31,102.3879013675609,105.8710926692534
2014-11-30,102.87883216038941,95.49452881419246
2014-12-31,96.9658595718528,99.53188988965486
2015-01-31,102.50157407924479,75.68367740909589
2015-02-28,98.19335739236324,75.12487124304198
2015-03-31,101.96773014446809,92.59751446223117
2015-04-30,102.6125631070538,96.8960901323741
2015-05-31,102.55739893362633,75.589210860551
2015-06-30,98.82841931076004,75.12487124304198
2015-07-31,98.45828646771284,97.93209442137814
2015-08-31,102.44507830389449,59.85683092575134
2015-09-30,102.55739893362633,92.59451880669474
2015-10-31,101.51016794747626,75.2275623064639
2015-11-30,95.83223377859582,98.87108957574146
2015-12-31,103.08099962737103,104.96416206748395
2016-01-31,90.43828380819045,104.71536726715182
2016-02-29,99.0585061940624,97.133673163811
2016-03-31,90.43828380819045,97.93209442137814
2016-04-30,97.76612215006631,102.501443497292
2016-05-31,101.77641534693458,100.0330932563017
2016-06-30,101.57795633910749,95.68721358663781
2016-07-31,96.03640574503746,75.39870392621641
2016-08-31,101.90473527974302,75.12835956786843
2016-09-30,83.20027813845122,100.0330932563017
2016-10-31,102.72095037110458,72.09646220794241
2016-11-30,101.2305643687848,75.589210860551
2016-12-31,98.58516980842742,75.07435834364998
2017-01-31,103.41369312403113,106.77005551357561
2017-02-28,103.45919244346966,75.39870392621641
2017-03-31,91.12321888672274,93.02009384434737
2017-04-30,99.16893626098917,103.49266924641681
2017-05-31,100.1348350969655,75.2275623064639
2017-06-30,96.9658595718528,75.39870392621641
2017-07-31,97.29997992148765,74.93676167231655
2017-08-31,102.21218119251442,93.02009384434737
2017-09-30,102.87883216038941,75.12487124304198
2017-10-31,81.28422540122327,106.05146725812429
2017-11-30,98.19335739236324,95.49452881419246
2017-12-31,101.51016794747626,103.21950198044627
2018-01-31,83.20027813845122,97.133673163811
2018-02-28,103.50421540221657,99.47906297173705
2018-03-31,101.90473527974302,98.7634481115727
2018-04-30,103.17869271595373,97.28982860366762
2018-05-31,100.5492282215731,95.68721358663781
2018-06-30,96.79126015719113,75.43307838002445
2018-07-31,98.94504355830763,94.12469910010361
2018-08-31,99.38121486021771,97.28982860366762
2018-09-30,102.15217721210178,95.49452881419246
2018-10-31,95.6213407967823,75.21604714684509
2018-11-30,102.21218119251442,100.9286636407708
2018-12-31,89.63800596886684,72.09646220794241
2019-01-31,100.0476333552565,104.16055761654478
2019-02-28,84.87992573398606,92.59451880669474
2019-03-31,91.12321888672274,74.74885526231506
2019-04-30,93.93431935323113,102.44902819114165
2019-05-31,103.45919244346966,106.05146725812429
2019-06-30,99.38121486021771,101.24394834235247
2019-07-31,102.77419394175713,75.12835956786843
2019-08-31,96.03640574503746,90.97260570236992
2019-09-30,97.29997992148765,96.8617014823465
2019-10-31,103.32122444302087,75.12487124304198
