indice,Valor
2000-01-31,20.009754032573742
2000-02-29,19.82289688340881
2000-03-31,19.744985244952925
2000-04-30,19.401073088023843
2000-05-31,19.38457410750243
2000-06-30,19.101486287448594
2000-07-31,19.0653585730978
2000-08-31,18.859499174061412
2000-09-30,18.66319470947592
2000-10-31,18.66949023965857
2000-11-30,18.439772858482293
2000-12-31,18.234280130062466
2001-01-31,18.16762445967974
2001-02-28,17.97198314306442
2001-03-31,17.77772890643523
2001-04-30,17.76331977694392
2001-05-31,17.575980071434632
2001-06-30,17.34796323545608
2001-07-31,17.1535175714034
2001-08-31,17.13667745009542
2001-09-30,16.927482945579833
2001-10-31,16.76027411983877
2001-11-30,16.673733056450775
2001-12-31,16.55850587982615
2002-01-31,16.397193857404424
2002-02-28,16.223228247215463
2002-03-31,16.10539884168641
2002-04-30,15.864030655417588
2002-05-31,15.812746850603359
2002-06-30,15.669480637033715
2002-07-31,15.368466085385691
2002-08-31,15.33676181627771
2002-09-30,15.228905854094036
2002-10-31,14.903654418040533
2002-11-30,14.883719922473732
2002-12-31,14.782029104252592
2003-01-31,14.63215779102136
2003-02-28,14.336532333352492
2003-03-31,14.343211422049656
2003-04-30,14.187491699711957
2003-05-31,13.864121545406485
2003-06-30,13.898647109792119
2003-07-31,13.636273915377123
2003-08-31,13.574270496466568
2003-09-30,13.263109778254417
2003-10-31,13.230473480415114
2003-11-30,13.080520660242472
2003-12-31,12.98735785750131
2004-01-31,12.718606275857875
2004-02-29,12.637521480612342
2004-03-31,12.487944661124493
2004-04-30,12.339612126143622
2004-05-31,12.206625632967416
2004-06-30,12.049886401806967
2004-07-31,11.905152799768858
2004-08-31,11.750149975347425
2004-09-30,11.643855854288496
2004-10-31,11.339660558426091
2004-11-30,11.266006294966475
2004-12-31,11.097048691528016
2005-01-31,10.9246548002833
2005-02-28,10.708572742254196
2005-03-31,10.719539166117968
2005-04-30,10.462761521416414
2005-05-31,10.287810415384493
2005-06-30,10.228419685987548
2005-07-31,10.132601142139706
2005-08-31,9.882511359340896
2005-09-30,9.733664515958797
2005-10-31,9.508540020437305
2005-11-30,9.544034588470222
2005-12-31,9.237419015850454
2006-01-31,9.192250851293664
2006-02-28,8.958254637761256
2006-03-31,8.941359288125673
2006-04-30,8.710331940790837
2006-05-31,8.510648975433988
2006-06-30,8.31329716512927
2006-07-31,8.3218198477934
2006-08-31,8.072892681891302
2006-09-30,7.997671326993014
2006-10-31,7.870791628860366
2006-11-30,7.586765731056483
2006-12-31,7.5964813564033715
2007-01-31,7.291047282219854
2007-02-28,7.175035145204699
2007-03-31,7.089037981366023
2007-04-30,6.870508496551988
2007-05-31,6.701599939737259
2007-06-30,6.544486585318566
2007-07-31,6.373926141816744
2007-08-31,6.261008128604084
2007-09-30,6.231754843854486
2007-10-31,6.095166498958564
2007-11-30,5.894632783826287
2007-12-31,5.608469715490408
2008-01-31,5.647360950802216
2008-02-29,5.41612220641033
2008-03-31,5.325156949332881
2008-04-30,5.124440930751654
2008-05-31,5.028606055414315
2008-06-30,4.768273261299016
2008-07-31,4.562106721141418
2008-08-31,4.466101892750491
2008-09-30,4.437012339703608
2008-10-31,4.174344541113441
2008-11-30,4.1458445017529995
2008-12-31,3.843642580139339
2009-01-31,3.682979392879927
2009-02-28,3.6818986736745822
2009-03-31,3.414854011289608
2009-04-30,3.288392398511977
2009-05-31,3.1731832338257524
2009-06-30,3.098596646888856
2009-07-31,2.89401274386409
2009-08-31,2.7468476003111153
