indice,Valor
2014-01-01,146.30889273889156
2014-01-02,142.86730136454477
2014-01-03,139.8517879685751
2014-01-04,137.30821898897875
2014-01-05,135.03015176378807
2014-01-06,133.2136160223466
2014-01-07,131.80634027706648
2014-01-08,130.86389213255535
2014-01-09,130.32788956182532
2014-01-10,130.00037193948918
2014-01-11,130.23012504092137
2014-01-12,130.93614151390088
2014-01-13,131.9377929576587
2014-01-14,133.30453764426736
2014-01-15,135.11344175753996
2014-01-16,137.2845807693777
2014-01-17,139.8697469103004
2014-01-18,142.815580526298
2014-01-19,146.21254361299563
2014-01-20,150.02640462096474
2014-01-21,154.26300475701163
2014-01-22,158.89212084340022
2014-01-23,163.90533794959686
2014-01-24,169.3328328164224
2014-01-25,175.11468638872662
2014-01-26,181.26657926110192
2014-01-27,187.93307536112184
2014-01-28,194.80632507761047
2014-01-29,202.25279548785588
2014-01-30,210.05554815380935
2014-01-31,218.20806172236328
2014-02-01,226.81763414726953
2014-02-02,235.92360335967174
2014-02-03,245.2956630413885
2014-02-04,255.11751028537665
2014-02-05,265.32340581631394
2014-02-06,275.91522305970483
2014-02-07,286.92910265317585
2014-02-08,298.2440509112784
2014-02-09,310.1303843409773
2014-02-10,249.90925944409102
2014-02-11,249.83137785122295
2014-02-12,250.87676563187506
2014-02-13,249.26316000821294
2014-02-14,249.79095162318242
2014-02-15,250.19666632026056
2014-02-16,399.45350674070664
2014-02-17,399.8448069643059
2014-02-18,400.28192154193573
2014-02-19,430.09511418131655
2014-02-20,430.51815954323837
2014-02-21,429.0705810391689
2014-02-22,496.07792115724175
2014-02-23,496.4603023147715
2014-02-24,495.9217162159742
2014-02-25,521.7370262311267
2014-02-26,521.0167924026995
2014-02-27,520.9136051174456
2014-02-28,552.7856618405486
2014-03-01,553.0968376460838
2014-03-02,551.8422469415381
2014-03-03,569.3752126916205
2014-03-04,569.5966684047992
2014-03-05,568.9083438478967
2014-03-06,584.4590053113366
2014-03-07,586.104815435222
2014-03-08,584.5565191423943
2014-03-09,595.391170416227
2014-03-10,594.6988990195238
2014-03-11,594.6375176666614
2014-03-12,603.4031377812146
2014-03-13,603.1202617772021
2014-03-14,602.9203692448358
2014-03-15,610.1945524280019
2014-03-16,609.2160925576857
2014-03-17,608.9656293558929
2014-03-18,614.7562387700966
2014-03-19,613.8618235283178
2014-03-20,613.3085609658024
2014-03-21,617.6444741902465
2014-03-22,616.1954466758516
2014-03-23,616.8328206487264
2014-03-24,619.6824099220646
2014-03-25,619.1001565485655
2014-03-26,618.4990008466239
2014-03-27,620.6427863670083
2014-03-28,620.2322838973041
2014-03-29,620.5134488140438
2014-03-30,620.9304423402502
2014-03-31,622.0660050472732
2014-04-01,620.1071160319337
2014-04-02,621.4622648862977
2014-04-03,623.1985249184236
2014-04-04,621.4467766579904
2014-04-05,622.5271611620794
2014-04-06,624.276723393711
