indice,Valor
2014-01-31,50.24487842150433
2014-02-28,50.40066835624268
2014-03-31,50.77403037973455
2014-04-30,50.883932156955545
2014-05-31,51.0741717245171
2014-06-30,51.30578662967472
2014-07-31,51.528844503992666
2014-08-31,51.63969549791101
2014-09-30,51.98643098469837
2014-10-31,52.078158343025486
2014-11-30,52.35122540257718
2014-12-31,52.5738686410577
2015-01-31,52.79907798228573
2015-02-28,52.99900786508099
2015-03-31,53.18914782542036
2015-04-30,53.224983607196734
2015-05-31,53.57595132307971
2015-06-30,53.685351134708235
2015-07-31,53.92022880182925
2015-08-31,54.096255459318776
2015-09-30,54.27955274958569
2015-10-31,54.416239195052604
2015-11-30,54.79247168880337
2015-12-31,54.90744376707398
2016-01-31,55.033154704500646
2016-02-29,55.29300052715781
2016-03-31,55.475123464416804
2016-04-30,55.601398062058
2016-05-31,55.86646143090348
2016-06-30,56.16472677422395
2016-07-31,56.345594665897636
2016-08-31,56.44813808991406
2016-09-30,56.60244218728042
2016-10-31,56.82359408190443
2016-11-30,57.0383400259934
2016-12-31,57.276468289145214
2017-01-31,57.596015673276206
2017-02-28,57.60169711162449
2017-03-31,57.89993815664485
2017-04-30,58.168896094259814
2017-05-31,58.217377449965376
2017-06-30,58.52333383317795
2017-07-31,58.67105818746988
2017-08-31,58.933352065851224
2017-09-30,59.0552560660724
2017-10-31,59.31754818901137
2017-11-30,59.52456112643503
2017-12-31,59.689464955418515
2018-01-31,59.83513407879592
2018-02-28,60.043750295939454
2018-03-31,60.259255800700004
2018-04-30,60.57784705145371
2018-05-31,60.626378995657404
2018-06-30,60.821109357435
2018-07-31,61.1148673774677
2018-08-31,61.37934053626058
2018-09-30,61.463877021524574
2018-10-31,61.61086113987485
2018-11-30,61.979255167769
2018-12-31,62.117470819762495
2019-01-31,62.2423047231098
2019-02-28,62.49962945406642
2019-03-31,62.76980757867464
2019-04-30,62.86156442885735
2019-05-31,63.020011876305816
2019-06-30,63.20704002590151
2019-07-31,63.423412810156464
2019-08-31,63.68632056372789
2019-09-30,63.84279037115744
2019-10-31,64.09736953322327
2019-11-30,64.34687234955038
2019-12-31,64.45417157863892
2020-01-31,64.78409429482784
2020-02-29,64.98109982306627
2020-03-31,65.12324943950736
2020-04-30,65.22986563453283
2020-05-31,65.52013162586933
2020-06-30,65.7415829426075
2020-07-31,65.93119318187723
2020-08-31,66.03180866629168
2020-09-30,66.32833627057393
2020-10-31,66.56813162507943
2020-11-30,66.6583819706449
2020-12-31,66.80983287631179
2021-01-31,67.10950284881429
2021-02-28,67.33536967660989
2021-03-31,67.48080492022231
2021-04-30,67.68289512498315
2021-05-31,67.99447526266387
2021-06-30,68.03588681786094
2021-07-31,68.32330759088825
2021-08-31,68.49462120994596
2021-09-30,68.79121967049228
2021-10-31,68.90496122145733
2021-11-30,69.0717496461014
2021-12-31,69.2237537230375
2022-01-31,69.53204929823536
2022-02-28,69.75692326491253
2022-03-31,69.81740627221255
2022-04-30,70.0609634940339
2022-05-31,70.34124419431842
2022-06-30,70.48558399360599
2022-07-31,70.62498704209123
2022-08-31,70.88962432677067
2022-09-30,71.09784102838715
2022-10-31,71.34455820887712
2022-11-30,71.54412267373765
2022-12-31,71.72970413401723
2023-01-31,71.95571761982642
2023-02-28,72.01894022057938
2023-03-31,72.27295944946314
2023-04-30,72.53135660038666
2023-05-31,72.71849849724278
2023-06-30,72.96856842490568
2023-07-31,73.07607207984375
2023-08-31,73.32642927372272
2023-09-30,73.54961417068762
2023-10-31,73.6354720251192
2023-11-30,73.85011314207924
2023-12-31,74.02315155759801
