indice,A,B,C,Target
2014-01-31,106.90768557133684,69.3764319037146,138.43161874172273,460.04028329129875
2014-02-28,113.52150748045068,71.59866944976861,128.1125748786604,455.19749719979916
2014-03-31,111.3998331767803,69.58041060281639,111.88877017262712,439.82769873216483
2014-04-30,113.37998481044336,70.76808581014433,92.86689054233794,421.40069613771436
2014-05-31,105.75430362663248,86.61895597804065,88.46573899334199,373.8592824772094
2014-06-30,108.58412334147584,88.82058860378771,76.1189502757888,361.35395808042716
2014-07-31,109.51285750210847,86.40490885811514,68.13514754486629,359.59461608179873
2014-08-31,110.81642752840672,88.49832408499019,61.226033523101066,350.4540266457307
2014-09-30,108.46303225439524,91.77626595468293,56.077901004504895,335.21991747673195
2014-10-31,110.1209559234914,94.06400906635425,49.88619927113686,326.9396150236655
2014-11-30,108.70852428667486,90.85677053377437,45.23582836811641,326.58507373057995
2014-12-31,112.21439149970575,91.50497784082556,36.733051073425735,322.0446826413332
2015-01-31,110.16641466725316,93.15828083886409,32.066444929765886,310.9995052529175
2015-02-28,113.69746597787017,95.62733413312888,31.898513990147507,311.190044690695
2015-03-31,104.80339487858988,92.3948964898062,24.7873560670359,297.2026554053083
2015-04-30,108.1184328708389,91.25207350122253,24.31071803432366,303.98422033813694
2015-05-31,108.16941416250818,93.54293935952752,20.22321677403001,295.39145929873723
2015-06-30,110.10656821755848,93.41041280450318,19.476321203378298,297.81534792070966
2015-07-31,108.63462430302896,93.01487091787138,15.221307247931152,292.14350186673187
2015-08-31,113.6194999746158,92.22150785964251,14.43640831132839,300.422642553967
2015-09-30,106.48224863668835,93.1640629103382,12.522864919808049,285.91811205416417
2015-10-31,116.08891749160864,93.54666366261156,10.981595169226289,298.0216440814161
2015-11-30,106.21059002215245,93.22114263603773,10.485152128415672,283.35875188956885
2015-12-31,110.13931055868235,92.5644676476271,8.954080891935993,289.0341114347053
2016-01-31,108.92956807123416,91.16405841579086,7.477229315010318,288.5434645902798
2016-02-29,108.95747265138104,92.7807300941131,6.66937705877076,284.5441258476161
2016-03-31,109.817951378879,92.98925974074696,6.128430263898723,284.8768378507233
2016-04-30,112.0134775432136,92.9930813873141,5.827352541753797,287.861406081946
2016-05-31,108.0134306126263,90.84622319572472,4.641320194411917,284.9690197219019
2016-06-30,102.28961931210588,93.28732892485073,4.689166040116429,271.54893715857384
2016-07-31,106.90768557133684,91.68904094933347,3.79295305669048,280.77639951502874
2016-08-31,113.52150748045068,94.20368225342683,3.454105658755344,285.32900237257763
2016-09-30,111.3998331767803,91.35029524714042,3.0202533103289877,287.41941258121864
2016-10-31,113.37998481044336,94.4047032456046,2.7347521618964974,283.99532288635237
2016-11-30,105.75430362663248,92.12004640312944,2.342855478752147,276.73421811244197
2016-12-31,108.58412334147584,94.42886497301448,2.219230187789229,276.23768525397406
2017-01-31,109.51285750210847,92.68538113256984,1.7591783722465957,280.65770236026964
2017-02-28,110.81642752840672,93.53409956702642,1.6038246863930556,280.76026684495025
2017-03-31,108.46303225439524,92.70478840602809,1.5478089114646316,278.83278048100135
2017-04-30,110.1209559234914,94.25664990014891,1.2857066516978075,277.95384073663706
2017-05-31,108.70852428667486,94.52620880000065,1.141020336610597,275.1513891666216
2017-06-30,112.21439149970575,92.51254278763156,0.9829394659993504,284.27944114029486
2017-07-31,110.16641466725316,91.67542217904632,0.8719086133692834,282.77068625615635
2017-08-31,113.69746597787017,94.93454739750328,0.861030262060216,281.53813443385894
2017-09-30,104.80339487858988,94.60845281490658,0.6765151701204698,268.66470185819213
