,A,B,C
2014-01-31,178.59210240241464,46.56615907856134,177.4944984256549
2014-02-28,193.0376478216537,45.44980538328948,185.363365620008
2014-03-31,177.99585772322752,43.810161818583815,177.37416276008938
2014-04-30,208.3488462747036,44.32151113608332,182.2772529940213
2014-05-31,178.59210240241464,44.91166935822017,182.86576276779448
2014-06-30,178.5904937525189,44.91006070832444,182.86415411789875
2014-07-31,193.0376478216537,44.02490864119196,174.90441309632538
2014-08-31,177.99585772322752,45.12249800821072,179.550510302305
2014-09-30,208.3488462747036,45.786227858470056,182.3079601623415
2014-10-31,178.59210240241464,67.18528082832573,182.3853589654121
2014-11-30,193.0376478216537,67.51641344376016,173.6226136427863
2014-12-31,177.99585772322752,66.82196604631031,177.379061459541
2015-01-31,208.3488462747036,67.49447970267484,174.67915910710542
2015-02-28,178.59210240241464,71.09109835360955,171.33438657025852
2015-03-31,193.0376478216537,71.51223573718335,176.9842983229842
2015-04-30,177.99585772322752,70.96631402318381,174.798390629238
2015-05-31,177.98455361127006,70.95500991122637,174.78708651728056
2015-06-30,208.3488462747036,73.04198021192613,180.6971410103402
2015-07-31,178.59210240241464,79.5938186449851,169.36788197339564
2015-08-31,193.0376478216537,79.29742376440063,178.5362310122564
2015-09-30,193.0187298931353,79.2785058358822,178.51731308373797
2015-10-31,177.99585772322752,79.71783480996508,181.8261194218504
2015-11-30,177.9562769596527,79.67825404639026,181.7865386582756
2015-12-31,208.3488462747036,79.77785338095052,181.41019345122035
2016-01-31,208.39182368016262,79.82083078640953,181.45317085667938
2016-02-29,178.59210240241464,83.07275986428144,176.65065324034006
2016-03-31,193.0376478216537,82.22486006515534,179.5968115463632
2016-04-30,177.99585772322752,82.88576735773356,178.66267452464126
2016-05-31,177.98431827345323,82.87422790795928,178.65113507486697
2016-06-30,208.3488462747036,83.28024143690554,176.1452067131629
2016-07-31,178.59210240241464,85.1240237276269,176.8268406984487
2016-08-31,193.0376478216537,84.97382195158664,179.04166550081618
2016-09-30,177.99585772322752,86.36883100749763,180.14460843964605
2016-10-31,208.3488462747036,84.96903818770195,184.99972248699748
2016-11-30,178.59210240241464,86.0795577686397,179.1718069352438
2016-12-31,193.0376478216537,86.57365257046305,169.77295505163127
2017-01-31,193.0644212341545,86.60042598296384,169.79972846413207
2017-02-28,177.99585772322752,86.58665049800533,177.38340817076102
2017-03-31,178.0541647475462,86.644957522324,177.4417151950797
2017-04-30,208.3488462747036,88.1444985627614,176.5243149185142
2017-05-31,178.59210240241464,87.7880244342287,174.61942441688308
2017-06-30,193.0376478216537,87.27237536006453,173.99411902486287
2017-07-31,193.10977402823787,87.3445015666487,174.06624523144703
2017-08-31,177.99585772322752,87.76339721885037,176.4907575405271
2017-09-30,208.3488462747036,88.43044729321261,178.2618154760705
2017-10-31,178.59210240241464,87.97720763014163,177.870634061958
2017-11-30,178.58102837186806,87.96613359959504,177.8595600314114
2017-12-31,193.0376478216537,87.79656260419895,181.36429394771147
2018-01-31,177.99585772322752,87.64297256904922,175.14513544035697
2018-02-28,177.93309290853833,87.58020775436003,175.08237062566778
2018-03-31,208.3488462747036,87.86209005083471,181.01797137104813
2018-04-30,208.37685864820398,87.89010242433511,181.04598374454852
2018-05-31,178.59210240241464,89.88913831808594,176.3445474949648
2018-06-30,193.0376478216537,88.78001245000594,176.8609703194506
2018-07-31,193.0448323725541,88.78719700090633,176.868154870351
2018-08-31,177.99585772322752,88.34000473739593,189.3212212291112
2018-09-30,208.3488462747036,89.59634885413216,184.2225995988844
2018-10-31,178.59210240241464,89.35953997377445,176.71301010019835
2018-11-30,193.0376478216537,87.78549816826286,183.52572581415887
2018-12-31,177.99585772322752,88.66395077313935,174.3499631787439
2019-01-31,208.3488462747036,87.767026907244,179.52148117941806
2019-02-28,178.59210240241464,89.77603187386863,179.2264203264042
2019-03-31,178.59587987448143,89.77980934593542,179.23019779847098
2019-04-30,193.0376478216537,89.10840588948648,176.22789302451628
2019-05-31,192.9441578537236,89.01491592155638,176.13440305658617
2019-06-30,177.99585772322752,90.36907204948324,180.05882969534585
2019-07-31,177.90690207142032,90.28011639767605,179.96987404353865
2019-08-31,208.3488462747036,87.68157042924713,173.8333871719835
2019-09-30,178.59210240241464,89.08595792730735,170.05828753465894
