,Peso,Altura
2014-01-31,103.54786047896158,87.74844862450138
2014-02-28,89.07296277375448,103.59735903485841
2014-03-31,101.1251928352761,89.25776747512383
2014-04-30,99.30321386017647,89.81870195385966
2014-05-31,101.94870076619782,84.25771691162818
2014-06-30,93.9288785988948,88.9739106279839
2014-07-31,94.19207056810131,100.51328083300052
2014-08-31,98.83329889008115,89.63070575953267
2014-09-30,101.39941728076171,95.32153281779003
2014-10-31,101.54456323101428,88.1424394385713
2014-11-30,102.5554807777321,86.38508106890495
2014-12-31,100.93764542335296,100.9535933308173
2015-01-31,101.47585637105962,85.86539819717746
2015-02-28,98.31652162418263,84.5318488802005
2015-03-31,102.37568648434564,102.05429046397624
2015-04-30,95.57364330458134,94.99786988805296
2015-05-31,98.15886202482538,94.97216519474027
2015-06-30,102.594958189028,87.8963645304535
2015-07-31,100.01046514629611,95.43867574152571
2015-08-31,100.43679592923101,98.95981827331666
2015-09-30,100.88193126219058,98.1570312768694
2015-10-31,95.57974299709869,98.81180266093403
2015-11-30,101.09773740338262,75.25053479244087
2015-12-31,96.43167834951129,86.95607591437923
2016-01-31,94.69356455042276,98.37903603938798
2016-02-29,99.53393769768907,97.09309803826113
2016-03-31,103.17842381556417,89.30227559861149
2016-04-30,100.24827082065082,85.7602913769718
2016-05-31,99.28207928067096,78.50344359200923
2016-06-30,102.14141333043348,82.03396825226491
2016-07-31,96.6062388749738,86.36107368856835
2016-08-31,102.97560574123261,84.75956087811642
2016-09-30,103.33392464816399,105.37493625277311
2016-10-31,91.1846071997202,97.9070103935705
2016-11-30,96.23914818425311,86.09011419762996
2016-12-31,100.94359856220433,75.44686709290221
2017-01-31,92.70622966548282,101.21886620306887
2017-02-28,100.17230042270046,86.23119419812284
2017-03-31,94.40347111492801,98.61894740204181
2017-04-30,85.95124322185971,99.5834326844066
2017-05-31,101.43722557338518,103.4124332915956
2017-06-30,101.52540115040895,88.07685889770164
2017-07-31,99.24178176582171,84.63346800449136
2017-08-31,96.26375608307112,97.136930148435
2017-09-30,99.87947446556242,100.85388949554017
2017-10-31,97.86815185774938,96.54446716489281
2017-11-30,101.59565619859063,92.6102258464838
2017-12-31,95.91455996820898,88.28058050522895
2018-01-31,97.62704064129315,101.55989939636478
