indice,Valor,Target
2014-01-31,79.00717492506367,42.18476933508961
2014-02-28,84.2974827840563,42.21717600217457
2014-03-31,83.75876284875308,42.21397039813081
2014-04-30,80.40029295058298,42.19350890992113
2014-05-31,74.97662356698393,42.15858818958933
2014-06-30,80.78528969561903,42.19589744536495
2014-07-31,75.65994347409568,42.1631244360502
2014-08-31,87.54379907177973,42.23606961447257
2014-09-30,84.8621724777823,42.22051422008727
2014-10-31,76.6752763816314,42.16978965728991
2014-11-30,74.46950151082189,42.15519483293737
2014-12-31,75.70305415139947,42.163409252545286
2015-01-31,71.91374839256592,42.137733730960726
2015-02-28,83.20649235586188,42.210662688953036
2015-03-31,76.33787453946408,42.16758460244997
2015-04-30,76.235115294256,42.16691109358803
2015-05-31,74.90890900278579,42.158136414373644
2015-06-30,79.39703065370469,42.18723048512264
2015-07-31,81.50985010549886,42.20036193656699
2015-08-31,82.35256617359244,42.205504808965195
2015-09-30,82.53749115764923,42.206626314194686
2015-10-31,78.0530329634456,42.178694252721705
2015-11-30,70.4434389120165,42.127405051439744
2015-12-31,81.97522423832503,42.203208529087334
2016-01-31,78.14730213717864,42.1792977673372
2016-02-29,79.78426720275895,42.189663166085474
2016-03-31,75.04402121312737,42.159037445428595
2016-04-30,77.38605048046047,42.17440326900116
2016-05-31,76.63285155657395,42.1695129281516
2016-06-30,84.741384066744,42.21980203908163
2016-07-31,81.19818345731262,42.19844643785102
2016-08-31,83.50336488638193,42.21244346454269
2016-09-30,73.79006813529693,42.150612072218735
2016-10-31,85.72325931742046,42.225562096358786
2016-11-30,73.57173710749571,42.149130472646874
2016-12-31,69.55714966584165,42.12107435600987
2017-01-31,74.7736140424666,42.15723253465267
2017-02-28,84.1916520078126,42.216547885766396
2017-03-31,82.54301765885049,42.206659791806565
2017-04-30,83.67358278283389,42.21346165489517
2017-05-31,85.08630060833424,42.22183302134755
2017-06-30,83.57138180586144,42.212850569294204
2017-07-31,80.25616499753723,42.19261179072933
2017-08-31,85.08029808478838,42.22179774695414
2017-09-30,76.94710141340623,42.17155909556683
2017-10-31,70.54849080375922,42.12815014310134
2017-11-30,79.23872597455738,42.186232571820746
2017-12-31,80.25910386658323,42.19263009969811
2018-01-31,80.13473990588136,42.191854733370455
2018-02-28,76.5954528872304,42.16926885659953
2018-03-31,77.26693682401731,42.1736330693298
2018-04-30,78.78630523153583,42.18336959514119
2018-05-31,71.64912883174739,42.135890497768294
2018-06-30,82.54233557358145,42.20665566009375
2018-07-31,78.07353318632111,42.17882555787687
2018-08-31,88.06616925519457,42.23904422763998
2018-09-30,80.06912121203072,42.19144513838902
2018-10-31,90.68393127223982,42.253690088972206
2018-11-30,82.40838438358067,42.20584359198347
2018-12-31,82.95965203348955,42.20917718476174
2019-01-31,83.30999741259951,42.21128427946466
2019-02-28,79.87132683332455,42.19020846260152
2019-03-31,83.10103506098467,42.21002857869568
2019-04-30,82.46073975262908,42.20616114914333
2019-05-31,79.62806413064156,42.188683297584696
2019-06-30,70.60002609463821,42.12851525705578
2019-07-31,80.54561029760546,42.19441180576114
2019-08-31,76.52215124780408,42.16879012885663
2019-09-30,84.3694622717998,42.21760275735229
2019-10-31,76.2079642379385,42.16673298739463
2019-11-30,82.03978912485015,42.20360218140328
2019-12-31,81.77641096071666,42.2019944137287
2020-01-31,84.0117912528272,42.215478580524774
2020-02-29,78.80881424727718,42.18351242326917
2020-03-31,82.94327849214002,42.20907849125856
2020-04-30,78.59760009498498,42.182170582913166
2020-05-31,82.16369670170866,42.204356779271606
2020-06-30,77.71666893298263,42.17653488187374
2020-07-31,77.43731792055858,42.174734404039114
2020-08-31,81.06190924981004,42.19760658723051
2020-09-30,78.88945034067186,42.18402375483412
2020-10-31,78.29573072658806,42.180246538472794
2020-11-30,81.90599357695243,42.20278608491457
2020-12-31,75.40424150375196,42.16143176339858
2021-01-31,80.49006194214344,42.194066861334285
2021-02-28,73.8801597772906,42.151222158994145
2021-03-31,78.18526469045928,42.179540599363804
2021-04-30,74.72528245601137,42.15690924405139
2021-05-31,86.3190965446052,42.22902542727219
2021-06-30,80.11687445700437,42.191743249632694
2021-07-31,84.9877429538672,42.22125352277484
2021-08-31,77.81658316951953,42.177177279875
2021-09-30,77.52648453428378,42.175309806953564
2021-10-31,81.82431001579457,42.202287193957055
2021-11-30,74.25292754419766,42.15373860255511
2021-12-31,78.99726398824728,42.18470660940356
2022-01-31,78.12617048524835,42.17916254507776
2022-02-28,80.52498649233848,42.19428376373615
2022-03-31,78.99026432853081,42.184662304262545
2022-04-30,85.57897844848114,42.22471983705769
2022-05-31,76.42593653368542,42.16816106099311
2022-06-30,76.92567342343902,42.17141983772782
2022-07-31,81.52867962786681,42.200477427809965
2022-08-31,82.86812177125937,42.20862522492157
2022-09-30,81.03780845561768,42.197457908412865
2022-10-31,79.73062077246469,42.189326856208716
2022-11-30,80.49019977257754,42.1940677175289
2022-12-31,86.16117388499268,42.228109828616475
2023-01-31,78.67398372125226,42.182656262718886
2023-02-28,81.16311901064515,42.19823047230578
2023-03-31,77.93794917872255,42.17795649337163
2023-04-30,81.83311216071256,42.202340977921196
2023-05-31,84.45545179198079,42.21811209880875
2023-06-30,78.85396371669086,42.18379879061111
2023-07-31,78.81198925758844,42.18353256661472
2023-08-31,81.06341225072593,42.197615857842294
2023-09-30,80.89591183228396,42.19658164459703
2023-10-31,76.1448457960753,42.16631869608317
2023-11-30,79.92637409690248,42.1905529435636
2023-12-31,71.45555331633781,42.134537812233695
