indice,Valor,Target
2014-01-31,124.44287160298114,126.67138519105657
2014-02-28,125.27467183845418,124.17598448463747
2014-03-31,125.6726982681114,122.98190519566577
2014-04-30,125.4786761708336,123.5639714874992
2014-05-31,124.46909901342346,126.59270295972965
2014-06-30,123.64742791842232,129.057716244733
2014-07-31,126.60637793649936,120.18086619050194
2014-08-31,124.94258210784834,125.172253676455
2014-09-30,187.63923112932005,-62.917693387960185
2014-10-31,184.1241610592137,-52.372483177641016
2014-11-30,189.4405280666207,-68.32158419986206
2014-12-31,187.3871070814628,-62.16132124438843
2015-01-31,207.64563976902727,-122.93691930708178
2015-02-28,203.1129469674318,-109.33884090229549
2015-03-31,205.93410656846507,-117.80231970539523
2015-04-30,204.9920528191338,-114.97615845740143
2015-05-31,225.5389695888848,-176.61690876665443
2015-06-30,222.27381731478212,-166.82145194434634
2015-07-31,222.93825280781965,-168.8147584234589
2015-08-31,223.25567702415432,-169.76703107246294
2015-09-30,235.2296894502238,-205.6890683506714
2015-10-31,231.6705763268029,-195.01172898040863
2015-11-30,230.5514115781626,-191.65423473448777
2015-12-31,232.40964665737803,-197.22893997213407
2016-01-31,240.0132645378968,-220.03979361369034
2016-02-29,238.29710685630263,-214.89132056890787
2016-03-31,239.2282164901396,-217.68464947041878
2016-04-30,236.3628839987228,-209.08865199616844
2016-05-31,244.26580002226908,-232.7974000668072
2016-06-30,241.62506943903355,-224.87520831710071
2016-07-31,243.80864199652817,-231.42592598958447
2016-08-31,240.93054063888144,-222.79162191664432
2016-09-30,247.79814481350715,-243.39443444052142
2016-10-31,242.30747187263827,-226.9224156179148
2016-11-30,246.1282668006723,-238.38480040201694
2016-12-31,244.63670317365495,-233.91010952096485
2017-01-31,249.8831434996684,-249.64943049900512
2017-02-28,245.87945973597917,-237.63837920793753
2017-03-31,247.98761601227565,-243.96284803682693
2017-04-30,247.2089618362157,-241.6268855086471
2017-05-31,249.5245228552025,-248.5735685656075
2017-06-30,249.31159164418244,-247.93477493254727
2017-07-31,249.7496119465099,-249.24883583952965
2017-08-31,247.6069544416273,-242.82086332488188
2017-09-30,249.06939325651692,-247.20817976955072
2017-10-31,248.42646744904317,-245.27940234712946
2017-11-30,248.41231471814223,-245.23694415442674
2017-12-31,249.22808861485956,-247.6842658445787
2018-01-31,249.4666814588983,-248.40004437669495
2018-02-28,249.1528710670001,-247.45861320100028
2018-03-31,248.91447087643883,-246.74341262931648
2018-04-30,249.34010278709223,-248.02030836127665
2018-05-31,247.3991781678968,-242.19753450369035
2018-06-30,250.5099867285436,-251.52996018563078
2018-07-31,250.7579972618047,-252.27399178541407
2018-08-31,250.96813776268723,-252.90441328806173
2018-09-30,248.4219413260003,-245.26582397800098
2018-10-31,249.4712390660716,-248.41371719821484
2018-11-30,250.21627173535208,-250.64881520605627
2018-12-31,253.0805838320895,-259.24175149626853
2019-01-31,248.73958703844133,-246.218761115324
2019-02-28,249.01466346160876,-247.04399038482632
2019-03-31,248.94288561780075,-246.8286568534022
2019-04-30,250.9661595770962,-252.8984787312886
2019-05-31,249.6603557435645,-248.9810672306935
2019-06-30,251.0531274991451,-253.15938249743522
2019-07-31,249.4156034911663,-248.24681047349895
2019-08-31,251.03784838479837,-253.11354515439507
2019-09-30,250.8818418870807,-252.64552566124212
2019-10-31,252.18355092098304,-256.5506527629491
2019-11-30,251.29617482112943,-253.8885244633883
2019-12-31,250.59099377726903,-251.77298133180716
2020-01-31,249.2037665383808,-247.61129961514234
2020-02-29,251.2338834571437,-253.70165037143101
2020-03-31,251.309150985649,-253.92745295694704
2020-04-30,250.02102666507983,-250.0630799952395
2020-05-31,247.7238420176916,-243.17152605307479
2020-06-30,252.28446662867424,-256.85339988602277
2020-07-31,250.2275113627689,-250.68253408830674
2020-08-31,249.16394229459024,-247.49182688377073
2020-09-30,249.3724540875652,-248.11736226269556
2020-10-31,251.70691603649215,-255.12074810947638
2020-11-30,249.01464794616413,-247.0439438384924
2020-12-31,250.2294240516093,-250.68827215482793
2021-01-31,251.87400586447248,-255.62201759341747
2021-02-28,250.87685657474836,-252.6305697242451
2021-03-31,248.2088955438796,-244.6266866316388
2021-04-30,251.87666511421253,-255.62999534263759
2021-05-31,251.6449916695236,-254.93497500857075
2021-06-30,252.54740424003845,-257.64221272011537
2021-07-31,247.09503926355717,-241.2851177906715
2021-08-31,251.72441540266868,-255.17324620800605
2021-09-30,248.18524122655916,-244.5557236796775
2021-10-31,250.1234282448482,-250.3702847345446
2021-11-30,247.6453724673115,-242.93611740193444
2021-12-31,250.0994839115517,-250.29845173465503
2022-01-31,246.26944336298385,-238.8083300889516
2022-02-28,249.97790957924508,-249.93372873773524
2022-03-31,248.21562702591072,-244.64688107773213
2022-04-30,249.23964967782229,-247.71894903346686
2022-05-31,247.98203285882985,-243.9460985764896
2022-06-30,250.3191925200656,-250.9575775601968
2022-07-31,248.55560595914656,-245.6668178774397
2022-08-31,251.04162061862044,-253.12486185586135
2022-09-30,246.4643387041499,-239.3930161124497
2022-10-31,250.0592662173422,-250.1777986520267
2022-11-30,252.17272596804017,-256.51817790412053
2022-12-31,252.2167477312345,-256.65024319370355
2023-01-31,246.4790210606085,-239.43706318182547
2023-02-28,252.3408076211732,-257.02242286351964
2023-03-31,251.12247235255776,-253.36741705767326
2023-04-30,250.8420946183076,-252.5262838549229
2023-05-31,248.906996535064,-246.72098960519202
2023-06-30,252.02606543219463,-256.0781962965839
2023-07-31,250.14442683561293,-250.43328050683886
2023-08-31,250.98677127890144,-252.96031383670436
2023-09-30,250.16391515734225,-250.49174547202676
