indice,A,B,C,Target
2014-01-31,200.5655061518796,183,249.33416631775572,69197.97116235623
2014-02-28,200.74942238165212,184,250.3979463378664,69692.72922145216
2014-03-31,201.17214036908075,183,251.03598639500356,69733.90674716597
2014-04-30,201.25882070372296,183,250.0050433425918,69503.89284642157
2014-05-31,201.58296388215973,184,249.2546363125367,69591.01256006885
2014-06-30,202.02643350683937,186,250.76541085485505,70451.34580853312
2014-07-31,202.3329616102357,182,398.5435852965733,105297.75767046753
2014-08-31,202.66637619474304,182,400.64973339062607,105907.11839783788
2014-09-30,202.720784590608,183,401.11246372907726,106326.98773269093
2014-10-31,203.1950688845914,184,429.09009802177815,113551.07135094033
2014-11-30,203.58947358298056,184,430.6647859439972,114061.80045811278
2014-12-31,203.6933125756807,181,430.6626856009351,113166.32384647474
2015-01-31,203.90887513404687,181,495.0430168020101,128767.68901815204
2015-02-28,204.4754040232597,185,497.1389368104075,130881.10624172486
2015-03-31,204.56358160969407,183,496.05512678544255,129951.05280037115
2015-04-30,204.87101974985907,185,521.1805280370293,136899.9879024854
2015-05-31,205.1659328057809,185,521.0304459215916,136976.99324807405
2015-06-30,205.6082469786974,184,520.3228806166777,136610.40076787805
2015-07-31,205.70080035902663,187,552.5882809941476,145675.23035779144
2015-08-31,206.03408685886524,183,553.6109522354615,144526.59273018484
2015-09-30,206.49194189782375,182,552.7614779950001,144121.57302052758
2015-10-31,206.6285469134428,182,568.6711176690662,148052.662684389
2015-11-30,207.1752501417138,182,569.0467944945307,148371.54393940515
2015-12-31,207.2398909476601,184,569.5446054865167,149307.56909038126
2016-01-31,207.7717849611329,184,584.6865681803442,153247.34552847972
2016-02-29,208.0812732612669,182,583.8659241838534,152372.40128004111
2016-03-31,208.3790490816264,183,585.4937824798681,153301.2121781964
2016-04-30,208.5158959996084,187,594.2802516889103,157152.11980190699
2016-05-31,208.94635774221652,185,593.548027333469,156339.73205786088
2016-06-30,209.14883822941172,182,594.0768859571976,155330.86902965617
2016-07-31,209.34529694046523,184,601.957964354982,158177.20608477874
2016-08-31,209.79978974394987,184,601.7117268357869,158315.38199324923
2016-09-30,210.0572699489398,181,602.9060207866447,157479.41985511617
2016-10-31,210.48337096453224,184,607.8415354411874,160130.51442084883
2016-11-30,210.6202016268364,183,608.3993734637319,159910.9546294772
2016-12-31,210.9955977229432,182,609.1405151230431,159841.33440387523
2017-01-31,211.3592487224001,184,612.1434088040029,161583.6628853029
2017-02-28,211.5108798831385,186,613.337540603143,162789.53051079373
2017-03-31,211.96390816296676,183,612.9988580753087,161643.66713211447
2017-04-30,212.11472660896197,183,615.6447529308958,162366.32144928625
2017-05-31,212.50368942205415,180,616.6272535521165,161513.44212339583
2017-06-30,212.60823077030008,184,615.4319244457046,162956.54058244478
2017-07-31,212.9094180465149,184,615.9121650197828,163210.5575782341
2017-08-31,213.3343756875524,184,618.2871188463942,163992.20782358592
2017-09-30,213.7739029948125,185,617.8782392079108,164511.76014218072
2017-10-31,213.89307857571973,181,618.3729653742323,162989.7529077477
2017-11-30,214.11810286862664,182,618.5379637014915,163556.3461355213
2017-12-31,214.59024143864136,185,619.8643412930339,165375.4672321423
2018-01-31,214.9047159892252,184,620.3363187072712,165209.01276388436
2018-02-28,215.21814125020003,181,621.3008150379393,164310.8128271254
2018-03-31,215.37905896524128,182,621.8050495151559,164935.78980027384
