indice,A,B,C
2014-01-31,193.0376478216537,79.71783480996508,176.65065324034006
2014-02-28,177.99585772322752,79.77785338095052,179.5968115463632
2014-03-31,208.3488462747036,83.07275986428144,178.66267452464126
2014-04-30,178.59210240241464,82.22486006515534,176.1452067131629
2014-05-31,193.0376478216537,82.88576735773356,176.8268406984487
2014-06-30,177.99585772322752,83.28024143690554,179.04166550081618
2014-07-31,208.3488462747036,85.1240237276269,180.14460843964605
2014-08-31,268.5877424832645,84.97382195158664,184.99972248699748
2014-09-30,260.02163501936,86.36883100749763,179.1718069352438
2014-10-31,220.97038636184587,84.96903818770195,169.77295505163127
2014-11-30,278.7882296110708,86.0795577686397,177.38340817076102
2014-12-31,260.3192952480494,86.57365257046305,176.5243149185142
2015-01-31,263.82816221289886,86.58665049800533,174.61942441688308
2015-02-28,248.2335716013368,88.1444985627614,173.99411902486287
2015-03-31,276.584447423966,87.7880244342287,176.4907575405271
2015-04-30,230.64768056845332,87.27237536006453,178.2618154760705
2015-05-31,252.95824536719851,87.76339721885037,177.870634061958
2015-06-30,268.5877424832645,88.43044729321261,181.36429394771147
2015-07-31,260.02163501936,87.97720763014163,175.14513544035697
2015-08-31,220.97038636184587,87.79656260419895,181.01797137104813
2015-09-30,278.7882296110708,87.64297256904922,176.3445474949648
2015-10-31,260.3192952480494,87.86209005083471,176.8609703194506
2015-11-30,263.82816221289886,89.88913831808594,189.3212212291112
2015-12-31,248.2335716013368,88.78001245000594,184.2225995988844
2016-01-31,276.584447423966,88.34000473739593,176.71301010019835
2016-02-29,230.64768056845332,89.59634885413216,183.52572581415887
2016-03-31,252.95824536719851,89.35953997377445,174.3499631787439
2016-04-30,268.5877424832645,87.78549816826286,179.52148117941806
2016-05-31,260.02163501936,88.66395077313935,179.2264203264042
2016-06-30,220.97038636184587,87.767026907244,176.22789302451628
2016-07-31,278.7882296110708,89.77603187386863,180.05882969534585
2016-08-31,260.3192952480494,89.10840588948648,173.8333871719835
2016-09-30,263.82816221289886,90.36907204948324,170.05828753465894
2016-10-31,248.2335716013368,87.68157042924713,176.23249827884422
2016-11-30,276.584447423966,89.08595792730735,177.70921786863215
2016-12-31,230.64768056845332,90.32833629734938,178.76156485248225
2017-01-31,252.95824536719851,89.61694605047131,184.4964558409956
2017-02-28,268.5877424832645,88.60112271249545,182.10719640106907
2017-03-31,260.02163501936,89.64694602264737,182.8350934623041
2017-04-30,220.97038636184587,89.82447528070583,177.70901287947353
2017-05-31,278.7882296110708,89.72637356789892,185.2034695584122
2017-06-30,260.3192952480494,88.5065045263823,179.93235728643234
2017-07-31,263.82816221289886,90.14767775544446,179.16886680728783
2017-08-31,248.2335716013368,90.55260543489442,184.8207812095153
2017-09-30,276.584447423966,88.02396027394263,175.90491085154102
2017-10-31,230.64768056845332,90.87538739898474,182.82887359159992
2017-11-30,252.95824536719851,90.65846788220388,175.79539190377687
2017-12-31,178.59210240241464,89.99718521373421,177.5361246947448
2018-01-31,193.0376478216537,88.37593891475177,177.16225280505833
2018-02-28,177.99585772322752,89.68455154093982,172.90000104081716
2018-03-31,208.3488462747036,91.81021751897782,182.6140444346129
2018-04-30,178.59210240241464,89.52001637423135,181.62321553367917
2018-05-31,193.0376478216537,90.6375287581444,182.36875761357408
2018-06-30,177.99585772322752,89.99462321966828,176.66098870007409
2018-07-31,208.3488462747036,89.75053721334749,173.09929669853508
2018-08-31,178.59210240241464,89.89290820222627,176.22068596961367
2018-09-30,193.0376478216537,89.09335416059825,176.35707175448908
2018-10-31,177.99585772322752,88.40225974791402,181.60578599700355
2018-11-30,208.3488462747036,89.71153693599315,185.82913357414677
2018-12-31,178.59210240241464,90.32940253941288,175.66440603925952
2019-01-31,193.0376478216537,90.72580498971377,187.0165789565372
2019-02-28,177.99585772322752,89.33305335753401,179.78626560610445
2019-03-31,208.3488462747036,89.65378423747075,180.62147697438493
