indice,A,B,C
2014-03-31,183.20853598243195,45.27537542681154,180.0773422685841
2014-04-30,193.12745060652824,44.52715944598554,181.67159379137289
2014-05-31,188.31226880011525,44.34778077096244,180.83905950730173
2014-06-30,193.32619883292398,44.41936304516515,180.0158096193804
2014-07-31,183.20853598243195,44.686358669207614,179.10689538880828
2014-08-31,193.12745060652824,44.97787816929091,178.92096118699064
2014-09-30,188.31226880011525,52.69800223166883,181.41460981001956
2014-10-31,193.32619883292398,60.162640710185315,179.43864425684663
2014-11-30,183.20853598243195,67.1745534394654,177.79567802257978
2014-12-31,193.12745060652824,67.27761973091509,175.22694473647755
2015-01-31,188.31226880011525,68.46918136753156,174.46420237896828
2015-02-28,193.32619883292398,70.03260459782258,174.3326146667827
2015-03-31,183.20853598243195,71.1898827046589,174.37235850749357
2015-04-30,193.12745060652824,71.84017665743109,177.4932766541875
2015-05-31,188.31226880011525,74.53403762669835,174.95447120432462
2015-06-30,193.32619883292398,77.31107420710396,176.20041799866408
2015-07-31,183.20853598243195,79.53635907311694,176.57674413583413
2015-08-31,193.12745060652824,79.59770398510541,180.5908479617757
2015-09-30,188.31226880011525,80.85614935173234,179.9623220378036
2015-10-31,193.32619883292398,81.69182443679576,179.21921941264122
2015-11-30,183.20853598243195,82.7277957623901,178.30337977044815
2015-12-31,193.12745060652824,82.79695628659815,178.13489759472245
2016-01-31,188.31226880011525,83.76334417408866,177.21157397875095
2016-02-29,193.32619883292398,84.45936237203969,177.3379043041426
2016-03-31,183.20853598243195,85.48889222890374,178.6710382129703
2016-04-30,193.12745060652824,85.43723038226209,181.39533214248658
2016-05-31,188.31226880011525,85.80580898794642,181.4387126206291
2016-06-30,193.32619883292398,85.87408284226824,177.98149482462418
2016-07-31,183.20853598243195,86.4132869457027,175.4427233858787
2016-08-31,193.12745060652824,87.10160054374326,174.56022604696884
2016-09-30,188.31226880011525,87.50639116499848,176.1757158353861
2016-10-31,193.32619883292398,87.73496611901821,175.04595278675336
2016-11-30,183.20853598243195,87.60793233771454,175.03476699409103
2016-12-31,193.12745060652824,87.82207329070917,176.24889734715347
2017-01-31,188.31226880011525,88.05701738073488,177.54106902618523
2017-02-28,193.32619883292398,88.06807250918439,179.1655811619133
2017-03-31,183.20853598243195,87.80558093446326,178.12668781667549
2017-04-30,193.12745060652824,87.76720840802761,179.1758002530389
2017-05-31,188.31226880011525,88.46473364598997,177.50255143545664
2017-06-30,193.32619883292398,88.8437469396422,178.07449639515448
2017-07-31,183.20853598243195,89.0030518351626,180.84224634784218
2017-08-31,193.12745060652824,88.905455347178,183.46826371581537
2017-09-30,188.31226880011525,89.09863118843418,183.4189436427313
2017-10-31,193.32619883292398,88.91379566538983,181.48711183774722
2017-11-30,183.20853598243195,88.60299630505888,178.1962330310337
2017-12-31,193.12745060652824,88.0721586162154,179.13239005744026
2018-01-31,188.31226880011525,88.73566985141734,177.69928822818872
2018-02-28,193.32619883292398,88.88382155686638,178.3252648434462
2018-03-31,183.20853598243195,89.75116993761277,178.50438101542213
2018-04-30,193.12745060652824,89.05301612273894,176.7067032972819
2018-05-31,188.31226880011525,89.04553346867924,174.6501681339961
2018-06-30,193.32619883292398,89.03195488463462,173.37472432849555
2018-07-31,183.20853598243195,89.67708009170936,174.6666678940451
2018-08-31,193.12745060652824,89.51546835343872,177.56776033331957
2018-09-30,188.31226880011525,89.28833826187137,180.32241285403666
2018-10-31,193.32619883292398,89.35751467194955,181.7884056981823
2018-11-30,183.20853598243195,89.73259829041736,183.14624856812293
2018-12-31,193.12745060652824,89.35245112499568,180.8837675809489
2019-01-31,188.31226880011525,89.4601852832419,181.9158586333966
2019-02-28,193.32619883292398,89.73559590557373,180.948279908106
2019-03-31,183.20853598243195,89.57474782142718,181.4348978840441
2019-04-30,193.12745060652824,89.81731770260727,181.30733510107848
2019-05-31,188.31226880011525,89.85260518504374,179.9648529561147
2019-06-30,193.32619883292398,90.51034683164094,181.1848552175521
2019-07-31,183.20853598243195,89.67719733689661,178.1763921156393
2019-08-31,193.12745060652824,89.35255855647527,178.72013006337386
2019-09-30,188.31226880011525,89.95690265822314,176.83125646786002
2019-10-31,193.32619883292398,90.338261811383,175.86612618020675
2019-11-30,183.20853598243195,90.65592088378453,177.55876609349616
2019-12-31,193.12745060652824,90.05072278401468,179.0457536697031
2020-01-31,188.31226880011525,90.12756306372005,182.20200586062205
2020-02-29,193.32619883292398,89.87935621174734,180.21765394910912
2020-03-31,183.20853598243195,89.57893319205733,177.37634767072777
2020-04-30,193.12745060652824,89.12950737024619,175.3269904560743
2020-05-31,188.31226880011525,89.0690502815018,175.22568480754595
2020-06-30,193.32619883292398,89.48106640777335,178.06118124036877
2020-07-31,183.20853598243195,90.25558148837327,181.26399710854648
2020-08-31,193.12745060652824,90.12942029555354,181.03310853680327
2020-09-30,218.31081549373187,89.90421419490617,182.83670618998113
2020-10-31,245.65274125910938,89.79741358609192,180.82241686730038
2020-11-30,249.85992128815678,89.92372933568522,182.47477384567551
2020-12-31,253.26008366409224,89.80593582915385,181.1925983660058
2021-01-31,253.35930374032202,89.70461928182506,180.49644773199034
2021-02-28,267.64522902400637,89.77883339162759,181.82483045859138
2021-03-31,257.4603430207617,89.84697246451977,180.90353858884603
2021-04-30,262.88206041273384,89.47343034682808,183.19737290118508
2021-05-31,251.82189986458533,89.77391533569612,182.1629615527738
2021-06-30,253.39679111987257,89.61036771598394,183.13206361940192
2021-07-31,250.73122280630545,89.82905994186252,180.93130441574417
2021-08-31,260.52254095660766,89.37554090719061,181.42134283421015
2021-09-30,249.85992128815678,89.30276824478369,179.87959668392935
2021-10-31,253.2600836640922,89.02121639354887,178.7895663058904
2021-11-30,253.35930374032196,89.5226670769854,178.41717254187813
2021-12-31,267.6452290240063,89.90494075994768,178.52211209646055
2022-01-31,257.4603430207616,90.3477272089304,180.3358442776777
2022-02-28,262.8820604127339,89.73587398619871,179.4056845235683
2022-03-31,251.82189986458533,89.80728580865588,178.88633221037207
2022-04-30,253.39679111987257,89.35927937765813,176.99233285298746
2022-05-31,250.7312228063054,89.29361330611829,177.23624662637272
2022-06-30,260.52254095660766,89.3680770050755,178.03503406018737
2022-07-31,249.85992128815676,90.2233510311137,181.17246978026483
2022-08-31,253.2600836640922,90.5778836554566,180.1096031781731
2022-09-30,253.35930374032196,90.54189342123004,178.42206341937163
2022-10-31,267.6452290240063,89.68678846273247,177.01495479608366
2022-11-30,257.4603430207616,89.95679999650618,177.45203806612585
2022-12-31,262.8820604127339,89.81814160894605,177.66929334723432
2023-01-31,251.82189986458533,89.70663735901529,176.58457749264198
2023-02-28,253.39679111987257,89.25452294823327,176.67568271670265
2023-03-31,250.7312228063054,89.58950902404509,179.10956061099614
2023-04-30,260.52254095660766,90.03034035907324,182.162725123265
2023-05-31,249.85992128815676,89.91993373789056,182.29128322661407
2023-06-30,253.2600836640922,89.43436825589941,182.62650338693732
2023-07-31,253.35930374032196,90.0101056984782,180.5294064983973
2023-08-31,267.6452290240063,90.22354323065542,183.00133161502825
2023-09-30,257.4603430207616,90.35553991715774,180.4393687043374
2023-10-31,262.8820604127339,89.91151569318566,184.46252852912787
2023-11-30,251.82189986458533,89.97229928563918,181.77166529506596
2023-12-31,253.39679111987257,90.05885771914753,181.86417984138066
