indice,Peso,Altura
2016-03-31,96.47918433002164,100.0026793001016
2016-04-30,96.66102255087604,103.51779350347596
2016-05-31,96.83647914993236,101.94120506979584
2016-06-30,97.00598690831076,101.12515717587809
2016-07-31,97.16993602242572,105.6918935607511
2016-08-31,97.32867951399864,96.63214580152837
2016-09-30,97.4825378073324,106.126938528489
2016-10-31,97.6318026230808,97.20759755628164
2016-11-30,97.77674030744708,92.45379424543133
2016-12-31,97.91759469228056,104.01715624181509
2017-01-31,98.05458956322111,92.81336327120222
2017-02-28,98.18793079863192,107.98110353909917
2017-03-31,98.31780823064824,97.76730551144156
2017-04-30,98.44439727056968,98.8757478441267
2017-05-31,98.56786033352154,92.52600341414204
2017-06-30,98.68834809141684,96.96649562793166
2017-07-31,98.80600057846782,100.92597292288583
2017-08-31,98.9209481695913,97.30996286041037
2017-09-30,99.0333124488516,97.20667137635331
2017-10-31,99.14320698244548,95.42957065056814
2017-11-30,99.25073800855029,104.57136587055152
2017-12-31,99.35600505453944,102.38476434485617
2018-01-31,99.45910149055314,99.64479092426508
2018-02-28,99.56011502714072,96.9755630290443
2018-03-31,99.65912816362165,97.1935868709077
2018-04-30,99.75621859290716,97.30749628595905
2018-05-31,99.8514595677606,97.40067177533857
2018-06-30,99.94492023282136,97.46810018197672
2018-07-31,100.03666592616236,101.22055924487444
2018-08-31,100.12675845367576,96.83972455924554
2018-09-30,100.21525633917275,96.92989153009977
2018-10-31,100.3022150527321,92.53517150373035
2018-11-30,100.3876872195286,100.97304909423218
2018-12-31,100.47172281111052,101.21984080825756
2019-01-31,100.55436932086656,94.2043969280212
2019-02-28,100.63567192522548,90.96753754744036
2019-03-31,100.71567363195766,97.9182144667213
2019-04-30,100.79441541679836,101.93900057905316
2019-05-31,100.87193634947818,99.47261721821516
2019-06-30,100.94827371013211,106.83944369061912
2019-07-31,101.02346309695484,97.50814928362476
2019-08-31,101.09753852588054,94.52734214152969
2019-09-30,101.17053252298628,98.77196715606908
2019-10-31,101.2424762102468,97.06009196050134
2019-11-30,101.31339938520658,102.45306960642236
2019-12-31,101.38333059508028,110.23580515835904
2020-01-31,101.45229720574196,99.92494875573944
2020-02-29,101.52032546602084,105.06128767982682
2020-03-31,101.58744056768155,99.41238964457143
2020-04-30,101.65366670143166,100.57780370644107
2020-05-31,101.71902710926842,101.45502373182282
2020-06-30,101.78354413344796,100.58578117063271
2020-07-31,101.84723926233512,104.10588212718844
2020-08-31,101.9101331733694,94.22696018980194
2020-09-30,101.9722457733622,59.57353813836531
2020-10-31,102.03359623632127,59.93506796263033
2020-11-30,102.09420303898298,59.9040097816377
2020-12-31,102.15408399421656,60.18739610310243
2021-01-31,102.21325628245158,72.10314889433226
2021-02-28,102.27173648126754,72.04316891944462
2021-03-31,102.32954059327292,74.45702456823294
2021-04-30,102.38668407239103,74.51998995346726
2021-05-31,102.4431818486607,75.74213549870336
2021-06-30,102.49904835165133,74.962904157806
