indice,A,B,C,Target
2014-01-31,106.90768557133684,69.3764319037146,138.43161874172273,37.53125366762224
2014-02-28,113.52150748045068,71.59866944976861,128.1125748786604,41.92283803068207
2014-03-31,111.3998331767803,69.58041060281639,111.88877017262712,41.81942257396392
2014-04-30,113.37998481044336,70.76808581014433,92.86689054233794,42.61189900029903
2014-05-31,105.75430362663248,86.61895597804065,88.46573899334199,19.135347648591832
2014-06-30,108.58412334147584,88.82058860378771,76.1189502757888,19.763534737688133
2014-07-31,109.51285750210847,86.40490885811514,68.13514754486629,23.10794864399334
2014-08-31,110.81642752840672,88.49832408499019,61.226033523101066,22.318103443416533
2014-09-30,108.46303225439524,91.77626595468293,56.077901004504895,16.686766299712318
2014-10-31,110.1209559234914,94.06400906635425,49.88619927113686,16.05694685713715
2014-11-30,108.70852428667486,90.85677053377437,45.23582836811641,17.851753752900493
2014-12-31,112.21439149970575,91.50497784082556,36.733051073425735,20.709413658880194
2015-01-31,110.16641466725316,93.15828083886409,32.066444929765886,17.008133828389077
2015-02-28,113.69746597787017,95.62733413312888,31.898513990147507,18.070131844741283
2015-03-31,104.80339487858988,92.3948964898062,24.7873560670359,12.408498388783684
2015-04-30,108.1184328708389,91.25207350122253,24.31071803432366,16.866359369616376
2015-05-31,108.16941416250818,93.54293935952752,20.22321677403001,14.626474802980653
2015-06-30,110.10656821755848,93.41041280450318,19.476321203378298,16.696155413055294
2015-07-31,108.63462430302896,93.01487091787138,15.221307247931152,15.61975338515758
2015-08-31,113.6194999746158,92.22150785964251,14.43640831132839,21.39799211497329
2015-09-30,106.48224863668835,93.1640629103382,12.522864919808049,13.318185726350151
2015-10-31,116.08891749160864,93.54666366261156,10.981595169226289,22.542253828997076
2015-11-30,106.21059002215245,93.22114263603773,10.485152128415672,12.989447386114719
2015-12-31,110.13931055868235,92.5644676476271,8.954080891935993,17.574842911055256
2016-01-31,108.92956807123416,91.16405841579086,7.477229315010318,17.765509655443296
2016-02-29,108.95747265138104,92.7807300941131,6.66937705877076,16.176742557267943
2016-03-31,109.817951378879,92.98925974074696,6.128430263898723,16.828691638132042
2016-04-30,112.0134775432136,92.9930813873141,5.827352541753797,19.02039615589949
2016-05-31,108.0134306126263,90.84622319572472,4.641320194411917,17.167207416901576
2016-06-30,102.28961931210588,93.28732892485073,4.689166040116429,9.002290387255158
2016-07-31,106.90768557133684,91.68904094933347,3.79295305669048,15.218644622003367
2016-08-31,113.52150748045068,94.20368225342683,3.454105658755344,19.317825227023846
2016-09-30,111.3998331767803,91.35029524714042,3.0202533103289877,20.049537929639882
2016-10-31,113.37998481044336,94.4047032456046,2.7347521618964974,18.975281564838767
2016-11-30,105.75430362663248,92.12004640312944,2.342855478752147,13.634257223503042
2016-12-31,108.58412334147584,94.42886497301448,2.219230187789229,14.15525836846136
2017-01-31,109.51285750210847,92.68538113256984,1.7591783722465957,16.82747636953863
