indice,Valor,Target
2014-01-31,49.91305440098075,71002967625864.75
2014-02-28,49.78716669967359,65837464982452.734
2014-03-31,49.867281761110746,69079505148210.125
2014-04-30,49.96765713991515,73367665722889.33
2014-05-31,50.160934309326855,82388809340898.75
2014-06-30,50.30500542517983,89827600941646.11
2014-07-31,50.78886768737672,120086179262954.77
2014-08-31,51.36316253557396,169488750260123.1
2014-09-30,51.93363508332524,238667192886524.2
2014-10-31,52.61185157881171,358525569265913.6
2014-11-30,53.47333207388951,601176324958657.4
2014-12-31,54.302248935749326,988549181041501.4
2015-01-31,55.39523992430106,1904610848532410.5
2015-02-28,56.475859249945564,3642423672302350.0
2015-03-31,57.63281055199063,7292307936888506.0
2015-04-30,58.93669936112547,1.594512868237582e+16
2015-05-31,60.34268651195757,3.7067688540949544e+16
2015-06-30,61.72930347019456,8.517567056108288e+16
2015-07-31,63.33089354346997,2.2266532963707824e+17
2015-08-31,65.1398434735707,6.592084771633321e+17
2015-09-30,66.82711425953407,1.8142044115668877e+18
2015-10-31,68.84976626185386,6.105794463056112e+18
2015-11-30,70.82199222960469,1.9936930441216565e+19
2015-12-31,72.93836502310481,7.097995328147773e+19
2016-01-31,75.00562434345822,2.4536651719936836e+20
2016-02-29,77.4182844319826,1.0435139911694023e+21
2016-03-31,79.78793616553389,4.3248821674855367e+21
2016-04-30,82.20641748245883,1.84575534106275e+22
2016-05-31,84.96511442691961,9.661092715155799e+22
2016-06-30,87.67770019105416,4.9188419403692986e+23
2016-07-31,90.3432661213102,2.434709846738836e+24
2016-08-31,93.29261624330388,1.4288252028917735e+25
2016-09-30,96.33509828723956,8.867046783745764e+25
2016-10-31,99.42468263309352,5.6604721703911774e+26
2016-11-30,102.55280311492469,3.6980087798240345e+27
2016-12-31,105.84042071392042,2.6585476397154246e+28
2017-01-31,109.27020836639772,2.0814556320800394e+29
2017-02-28,112.8940564281126,1.830869912820497e+30
2017-03-31,116.421021705517,1.5195060114203877e+31
2017-04-30,120.0070906666768,1.306617286206846e+32
2017-05-31,123.86052299345816,1.3190554025817356e+33
2017-06-30,127.85951160463848,1.4531359569631143e+34
2017-07-31,131.71698446003887,1.4705295445168645e+35
2017-08-31,135.94562607415546,1.8593415985081128e+36
2017-09-30,140.02192150800465,2.145590086349209e+37
2017-10-31,144.39788336093017,2.9636055901826417e+38
2017-11-30,148.86059970859606,4.312213508957258e+39
2017-12-31,153.24965262130291,6.003232067292164e+40
2018-01-31,157.95285788266995,1.009092056818892e+42
2018-02-28,162.52300641601548,1.56604761080701e+43
2018-03-31,167.31368723152264,2.7742443289736736e+44
2018-04-30,172.29736926158688,5.517928517423212e+45
2018-05-31,177.29280881041427,1.105277090959478e+47
2018-06-30,182.4979793328803,2.51082977225882e+48
2018-07-31,187.6307554027312,5.461338105431083e+49
2018-08-31,192.85461078775927,1.2546251955492746e+51
2018-09-30,198.30332557737384,3.298542353369625e+52
2018-10-31,203.89490950035403,9.44840477694111e+53
2018-11-30,209.41736471723505,2.596459703727346e+55
2018-12-31,215.1007599606205,7.858540622473945e+56
2019-01-31,220.94361319664856,2.6172984854567466e+58
2019-02-28,226.7176800848558,8.364509648714824e+59
2019-03-31,232.8257660154099,3.266369376471705e+61
2019-04-30,238.91932595327725,1.2644596318219106e+63
2019-05-31,245.1946078933817,5.458799716598652e+64
2019-06-30,251.32929058294607,2.165970136777919e+66
2019-07-31,257.7690142255022,1.0320347724864279e+68
2019-08-31,264.235074394488,4.9957291087148596e+69
2019-09-30,270.84528570898414,2.636731209779514e+71
2019-10-31,277.50982946986545,1.4377739398834384e+73
2019-11-30,284.48128309202946,9.42516389632696e+74
2019-12-31,291.28783133599376,5.596502690556667e+76
2020-01-31,298.2763945291577,3.7065799793482675e+78
2020-02-29,305.44142041814183,2.7290538128370847e+80
2020-03-31,312.608885055918,2.0122702395188472e+82
2020-04-30,319.99785117426154,1.69464459793454e+84
2020-05-31,327.3561522045336,1.40113619353204e+86
2020-06-30,334.7139773602777,1.1581320225304365e+88
2020-07-31,342.39585372293885,1.1627222387826724e+90
2020-08-31,350.05823997044274,1.153759309685342e+92
2020-09-30,357.9625757555718,1.3237344367953103e+94
2020-10-31,365.7026173951281,1.3761801566017573e+96
2020-11-30,373.8267121300452,1.801461560831727e+98
2020-12-31,381.9389252434686,2.3414162837173767e+100
2021-01-31,390.0874808180845,3.11029990654156e+102
2021-02-28,398.33344873277673,4.3803547634972895e+104
2021-03-31,406.76087222988656,6.878589590978908e+106
2021-04-30,415.205036574609,1.0910679175390257e+109
2021-05-31,423.968706415237,2.096331004235316e+111
2021-06-30,432.51900528647553,3.5437936738677604e+113
2021-07-31,441.44633764181816,7.511438858971934e+115
2021-08-31,450.2486205527404,1.4770421007907945e+118
2021-09-30,459.3057827680036,3.384372967225783e+120
2021-10-31,468.3320689904279,7.612336827829974e+122
2021-11-30,477.5995835612952,1.9788654225944843e+125
2021-12-31,486.89491583132445,5.230740408743113e+127
2022-01-31,496.38208602955376,1.551309910470588e+130
2022-02-28,505.80578220686937,4.4288820706836444e+132
2022-03-31,515.404920482971,1.4047718210384058e+135
2022-04-30,525.099794063869,4.719150701067322e+137
2022-05-31,534.9833817418569,1.7754007551682353e+140
2022-06-30,544.7196454185115,6.114201591313341e+142
2022-07-31,554.7574196557836,2.5231886990216625e+145
2022-08-31,564.98971363553,1.1701647691815254e+148
2022-09-30,575.1872893328122,5.31492977784311e+150
2022-10-31,585.4155159543692,2.458866554560929e+153
2022-11-30,595.7875753446356,1.240086144736381e+156
2022-12-31,606.2929153884006,6.774832810446853e+158
2023-01-31,616.8088610431535,3.724850820739758e+161
2023-02-28,627.6670048788301,2.514710846395541e+164
2023-03-31,638.3848572473539,1.5606680510744813e+167
2023-04-30,649.2931352998816,1.0858092049163705e+170
2023-05-31,660.3778940646289,8.398142856189968e+172
2023-06-30,671.4143106265552,6.309808017872396e+175
2023-07-31,682.659954594386,5.3748805620173395e+178
2023-08-31,693.8360067214793,4.391243085642867e+181
2023-09-30,705.2254563012057,4.0776743713337906e+184
2023-10-31,716.8805427980327,4.4407506967117546e+187
2023-11-30,728.4387599393594,4.563082782044396e+190
2023-12-31,740.0803924222672,4.929426509253969e+193
