,Valor
2000-01-31,80.00090708733234
2000-02-29,70.97824136240585
2000-03-31,79.09468810314607
2000-04-30,78.19971467195036
2000-05-31,90.87843731479003
2000-06-30,71.9366259538722
2000-07-31,80.18439936928567
2000-08-31,68.70173794143567
2000-09-30,75.89849985674982
2000-10-31,81.05723864178542
2000-11-30,82.02785053384336
2000-12-31,80.13109189599061
2001-01-31,82.87813665497501
2001-02-28,85.10035623815943
2001-03-31,76.92223757495638
2001-04-30,82.10985367024385
2001-05-31,74.91773501633557
2001-06-30,76.09230218867172
2001-07-31,85.07582852967762
2001-08-31,89.99524450919802
2001-09-30,83.19511532788789
2001-10-31,66.70660155051877
2001-11-30,68.75263097375687
2001-12-31,74.43190271097852
2002-01-31,86.40633339016695
2002-02-28,79.11892796834114
2002-03-31,73.79099496517706
2002-04-30,75.5276037642812
2002-05-31,82.38380847853637
2002-06-30,81.11080340798749
2002-07-31,74.46795040564993
2002-08-31,76.07021286499347
2002-09-30,76.88859539440514
2002-10-31,80.04943031585712
2002-11-30,78.74998863587352
2002-12-31,83.03940530947288
2003-01-31,72.82287080420812
2003-02-28,81.48640554143289
2003-03-31,86.93235690429525
2003-04-30,81.8373187358263
2003-05-31,78.39218961234704
2003-06-30,78.14910170344515
2003-07-31,78.82044465368962
2003-08-31,76.79041135070202
2003-09-30,78.35406886538328
2003-10-31,68.40676026358759
2003-11-30,76.96737126575867
2003-12-31,82.51512574443585
2004-01-31,70.22433228337641
2004-02-29,69.6553944281778
2004-03-31,84.11275367078302
2004-04-30,82.72744210073597
2004-05-31,81.18060464293788
2004-06-30,84.24897781439597
2004-07-31,82.68601583598058
2004-08-31,81.6240286874448
2004-09-30,82.78214506982303
2004-10-31,78.64944790847802
2004-11-30,80.98615934405802
2004-12-31,70.0106995063884
2005-01-31,81.23173615634852
2005-02-28,72.40280118411036
2005-03-31,74.11003315879294
2005-04-30,77.7640284198077
2005-05-31,87.18853151693905
2005-06-30,85.42928720916572
2005-07-31,84.1713887885762
2005-08-31,80.80002003509854
2005-09-30,76.50836967992619
2005-10-31,80.4832859243635
2005-11-30,76.88499904037894
2005-12-31,68.51901366922687
2006-01-31,81.10276752816326
2006-02-28,73.02421952650623
2006-03-31,78.77440264093352
2006-04-30,80.18916399520624
2006-05-31,79.37403747947745
2006-06-30,76.33859693266996
2006-07-31,81.1608376594286
2006-08-31,73.21316662936316
2006-09-30,80.83293001191264
2006-10-31,87.39464747374255
2006-11-30,80.73917242972942
2006-12-31,75.65832120989498
2007-01-31,86.30878376698018
2007-02-28,85.88279810517355
2007-03-31,83.95620219371217
2007-04-30,77.46519508313001
2007-05-31,76.09104504737738
2007-06-30,82.84633126063936
2007-07-31,78.95991829654561
2007-08-31,76.97500423337316
2007-09-30,82.36761426046829
2007-10-31,80.3879135177869
2007-11-30,86.8102378327814
2007-12-31,75.47117748256676
2008-01-31,76.03900335016013
2008-02-29,78.8037126858325
2008-03-31,79.48463682450402
2008-04-30,74.17827462774093
2008-05-31,69.37989634380078
2008-06-30,77.90317393752692
2008-07-31,69.60891212688686
2008-08-31,83.05067671520982
2008-09-30,68.11803516272354
2008-10-31,79.93916170058925
2008-11-30,78.76009373975677
2008-12-31,77.19727134648892
2009-01-31,75.4838930165685
2009-02-28,74.52227740824608
2009-03-31,75.55335579718968
2009-04-30,76.15333735997021
2009-05-31,77.79200853666255
2009-06-30,73.75836629789251
2009-07-31,84.69554067823756
2009-08-31,83.82067373813929
2009-09-30,74.54994084520774
2009-10-31,75.25050808591084
2009-11-30,79.31464381494658
2009-12-31,82.76653939219305
2010-01-31,82.83437323010136
2010-02-28,75.27596330761017
2010-03-31,71.81040379898144
2010-04-30,76.49450372413669
2010-05-31,82.02109959834546
2010-06-30,80.56781897669397
2010-07-31,80.32329546813341
2010-08-31,74.47855102285023
2010-09-30,78.22978284773053
2010-10-31,72.15883159646923
2010-11-30,78.73306228528996
2010-12-31,85.76113294112525
2011-01-31,75.83259640165083
2011-02-28,80.3786559414982
2011-03-31,88.13488025025468
2011-04-30,78.7154539038404
2011-05-31,75.74608298475123
2011-06-30,77.30158423067448
2011-07-31,74.96855219410233
2011-08-31,73.18471814713972
2011-09-30,78.4193614716361
2011-10-31,84.42600043505313
2011-11-30,70.57579823156388
2011-12-31,79.00058961044635
2012-01-31,84.44927325990172
2012-02-29,72.68520278948303
2012-03-31,89.31679202997039
2012-04-30,71.57900587198581
2012-05-31,79.93112849792459
2012-06-30,91.36926979064438
2012-07-31,83.46915034504775
2012-08-31,76.49205231175068
2012-09-30,85.04963753978498
2012-10-31,85.91034704909748
2012-11-30,73.77351492786151
2012-12-31,75.44721200535288
2013-01-31,76.82326010875751
2013-02-28,85.06659392544928
2013-03-31,80.25866849698737
2013-04-30,79.94590207202656
2013-05-31,76.79403805344418
2013-06-30,80.38451678062899
2013-07-31,81.85077144991746
2013-08-31,76.62051968470296
2013-09-30,71.02223178455327
2013-10-31,74.86694509366485
2013-11-30,78.96556424107708
2013-12-31,83.78083200921003
2014-01-31,78.95038830436152
2014-02-28,79.67395612906596
2014-03-31,75.5884038685335
2014-04-30,78.87727310684932
2014-05-31,80.31310043114063
2014-06-30,86.03750913774283
2014-07-31,81.27282399242591
2014-08-31,79.6564662723885
2014-09-30,81.43923725776091
2014-10-31,92.29214576101008
2014-11-30,84.27520833673995
2014-12-31,80.07893816761477
2015-01-31,80.83608001868737
2015-02-28,79.75598539961479
2015-03-31,76.18118461683687
2015-04-30,77.304300336833
2015-05-31,71.76289115818014
2015-06-30,82.0282220883939
2015-07-31,81.18709184640252
2015-08-31,75.29803183306684
2015-09-30,81.46011443591962
2015-10-31,79.60531811582075
2015-11-30,79.03975853721037
2015-12-31,83.75594141498878
2016-01-31,69.53928781577163
2016-02-29,76.3955451197765
2016-03-31,82.48815731794022
2016-04-30,85.87393399044349
2016-05-31,82.90905087487248
2016-06-30,74.97604473784278
2016-07-31,85.50850536388899
2016-08-31,80.46131547829282
2016-09-30,73.5020507780725
2016-10-31,80.17554234837758
2016-11-30,77.62768743939928
2016-12-31,77.17487653973328
2017-01-31,70.5124946006226
2017-02-28,79.29928164604371
2017-03-31,78.4056159826789
2017-04-30,77.49708025454225
2017-05-31,80.14290477176007
2017-06-30,79.72976272450069
2017-07-31,75.6541960077439
2017-08-31,79.22188202822632
2017-09-30,89.72740882982893
2017-10-31,69.8471338368011
2017-11-30,79.66344010287811
2017-12-31,79.06417791333848
2018-01-31,74.81043884876364
2018-02-28,75.17090134518463
2018-03-31,78.35766139348617
2018-04-30,69.72508114420343
2018-05-31,76.84292125689785
2018-06-30,80.77542475847477
2018-07-31,73.32634705301987
2018-08-31,80.87255541176032
2018-09-30,75.58648773498949
2018-10-31,73.41007926149655
2018-11-30,75.04343033111505
2018-12-31,88.4586495972172
2019-01-31,78.63360148261916
2019-02-28,76.4535470852351
2019-03-31,70.86980334653221
2019-04-30,75.82538546720026
2019-05-31,78.85703611511084
2019-06-30,80.82097788327135
2019-07-31,69.72427643922894
2019-08-31,79.47321869484293
2019-09-30,76.11691201383752
2019-10-31,88.05769392504416
2019-11-30,77.95678851249532
2019-12-31,79.42777085615504
2020-01-31,82.85198233687973
2020-02-29,76.69510313405054
2020-03-31,85.76202878498214
2020-04-30,76.97625167913974
2020-05-31,78.96358785876949
2020-06-30,71.64737360926917
2020-07-31,86.19339590399477
2020-08-31,76.74792866122344
2020-09-30,78.82157856170713
2020-10-31,83.06118271382641
2020-11-30,79.10739909725747
2020-12-31,82.56459477432189
2021-01-31,83.06646261864293
2021-02-28,77.47318788434853
2021-03-31,87.98173218938936
2021-04-30,79.60658761582962
2021-05-31,80.86869646360952
2021-06-30,77.3051828201097
2021-07-31,82.16763737162539
2021-08-31,73.43866404426777
2021-09-30,77.41558421592077
2021-10-31,74.02399572482696
2021-11-30,79.69906161731136
2021-12-31,74.78827035057608
2022-01-31,80.89902563046975
2022-02-28,74.41513904526197
2022-03-31,77.54572496270458
2022-04-30,79.2485940378366
2022-05-31,74.352836351561
2022-06-30,65.39453996828335
2022-07-31,75.55324995858027
2022-08-31,80.3589886389421
2022-09-30,80.64860094958739
2022-10-31,85.33404644614362
2022-11-30,81.51953534176295
2022-12-31,76.22764777250906
2023-01-31,81.46700870243892
2023-02-28,81.53388736500813
2023-03-31,78.71158924771112
2023-04-30,86.44661093090666
2023-05-31,74.97565054150029
2023-06-30,81.93267906363764
2023-07-31,85.225280690594
2023-08-31,83.31283822481781
2023-09-30,82.91961167858022
2023-10-31,78.80713557987715
2023-11-30,80.66441519045554
2023-12-31,73.18150837585289
2024-01-31,87.33409168510416
2024-02-29,72.8777583133895
2024-03-31,76.0479295720262
2024-04-30,78.70043500443815
2024-05-31,80.77168618143861
2024-06-30,75.6913152308625
2024-07-31,80.89482220594861
2024-08-31,86.10238561538372
2024-09-30,68.51781914925667
2024-10-31,73.44515462209867
2024-11-30,74.25240502951698
2024-12-31,75.30046470791478
2025-01-31,83.85238720238172
2025-02-28,79.70852380544711
2025-03-31,72.72883984233488
2025-04-30,75.18434256866648
2025-05-31,82.17693276612249
2025-06-30,76.02701056981283
2025-07-31,76.0208162752288
2025-08-31,85.40713649399498
2025-09-30,75.68194577112186
2025-10-31,82.49879014791489
2025-11-30,79.3638350492262
2025-12-31,79.21769229332693
2026-01-31,76.50658338672115
2026-02-28,81.70465216565529
2026-03-31,81.89986198941376
2026-04-30,84.28080767274
2026-05-31,72.43889852609622
2026-06-30,72.79910854414786
2026-07-31,81.38875268096626
2026-08-31,75.66294568211701
2026-09-30,80.12493577741506
2026-10-31,73.51001572911956
2026-11-30,81.64642694470116
2026-12-31,90.25164951398047
2027-01-31,80.05050211855311
2027-02-28,77.42340218751656
2027-03-31,81.53943638104718
2027-04-30,70.19624564584825
2027-05-31,75.64463464348914
2027-06-30,81.80298323267914
2027-07-31,78.51721054591435
2027-08-31,84.2928299474144
2027-09-30,72.85054328252525
2027-10-31,71.92901488688668
2027-11-30,89.10748510433149
2027-12-31,79.63858693233566
2028-01-31,71.34318908142008
2028-02-29,85.46028410914973
2028-03-31,86.18579892296614
2028-04-30,87.61082519408505
2028-05-31,82.61090120332447
2028-06-30,78.85945109339634
2028-07-31,86.87250387518085
2028-08-31,83.05957165093893
2028-09-30,81.56197458001407
2028-10-31,71.8045672506128
2028-11-30,87.66323858155977
2028-12-31,79.06243527354773
2029-01-31,72.2984561377184
2029-02-28,75.89889254657534
2029-03-31,78.74460894238604
2029-04-30,82.82401508979984
2029-05-31,79.18865604670133
2029-06-30,81.19342648646939
2029-07-31,80.12800304568675
2029-08-31,83.67947142581185
2029-09-30,81.322207557823
2029-10-31,74.75768277618653
2029-11-30,87.04597290814198
2029-12-31,79.52362598788216
