,Valor
2000-01-31,32.257063393588645
2000-02-29,32.32326928354743
2000-03-31,36.01657028883115
2000-04-30,33.31033676714062
2000-05-31,30.607843408452748
2000-06-30,34.20368853766922
2000-07-31,31.69468355125503
2000-08-31,31.11902060265432
2000-09-30,33.62449614513919
2000-10-31,33.86975326719525
2000-11-30,35.52751513970643
2000-12-31,31.33952391495066
2001-01-31,33.09316433116698
2001-02-28,31.368508075761905
2001-03-31,30.99111392981102
2001-04-30,30.212580831488875
2001-05-31,36.23894938740478
2001-06-30,36.60173987491614
2001-07-31,34.29352395934893
2001-08-31,34.160960962591346
2001-09-30,33.85949633242244
2001-10-31,33.32319964124076
2001-11-30,31.766132803115955
2001-12-31,33.71200653194613
2002-01-31,30.092250914996583
2002-02-28,32.02580832512404
2002-03-31,31.273450963814504
2002-04-30,31.43850019337361
2002-05-31,36.515850372714944
2002-06-30,36.31642223555835
2002-07-31,33.76031950474313
2002-08-31,36.00646763725604
2002-09-30,36.01316612837941
2002-10-31,30.75735033177432
2002-11-30,33.659615062862564
2002-12-31,34.54693657071003
2003-01-31,33.71139735791917
2003-02-28,36.15962747276513
2003-03-31,35.89756695718299
2003-04-30,30.29710472377309
2003-05-31,33.18164855927746
2003-06-30,35.2824256115762
2003-07-31,35.588011114303335
2003-08-31,34.29012072191232
2003-09-30,34.330445473618546
2003-10-31,33.43150014309343
2003-11-30,35.352414530692066
2003-12-31,36.24690086337669
2004-01-31,30.439482670978276
2004-02-29,36.48250411688918
2004-03-31,31.032137613214523
2004-04-30,34.57281709577449
2004-05-31,33.86541155458899
2004-06-30,34.165455515950555
2004-07-31,35.714920149147474
2004-08-31,32.99063121153975
2004-09-30,36.971159147460284
2004-10-31,30.26968728169906
2004-11-30,30.378188432295406
2004-12-31,32.41230732573163
2005-01-31,32.41684816240848
2005-02-28,34.08571798479558
2005-03-31,32.30972528975444
2005-04-30,34.15911250203804
2005-05-31,30.699817630679046
2005-06-30,36.83773913099086
2005-07-31,36.43524725130417
2005-08-31,35.19297441743863
2005-09-30,35.47234245648028
2005-10-31,33.95564130416576
2005-11-30,33.21524765971071
2005-12-31,31.90935871413785
2006-01-31,31.54827696010092
2006-02-28,30.94354816467225
2006-03-31,34.80115797530728
2006-04-30,31.662268742682222
2006-05-31,34.02638943160631
2006-06-30,35.379166876523115
2006-07-31,34.260108145544656
2006-08-31,33.040034937417055
2006-09-30,32.60835924791264
2006-10-31,33.18651180386824
2006-11-30,32.15864319778298
2006-12-31,35.02593317391957
2007-01-31,34.14027071911914
2007-02-28,32.42255270187848
2007-03-31,34.52006980203454
2007-04-30,31.02944717531733
2007-05-31,34.56550973775671
2007-06-30,36.34537009428337
2007-07-31,33.1711824912433
2007-08-31,34.66183751183889
2007-09-30,31.668880777970084
2007-10-31,32.06426248905037
2007-11-30,31.295110195275246
2007-12-31,33.799312685760874
2008-01-31,32.056983866962426
2008-02-29,36.0493999350726
2008-03-31,30.31124654718386
2008-04-30,30.450527094105407
2008-05-31,36.06112336157844
2008-06-30,36.25303657332498
2008-07-31,36.4655242961911
2008-08-31,31.94813665964775
2008-09-30,35.75960998161538
2008-10-31,30.474337060837044
2008-11-30,30.79370277447599
2008-12-31,32.29979247774068
2009-01-31,30.878537334188962
2009-02-28,35.62318529298497
2009-03-31,30.299560655564637
2009-04-30,32.01471106584841
2009-05-31,32.51243332582379
2009-06-30,31.83939150073183
2009-07-31,34.51583271950519
2009-08-31,32.82550348727457
2009-09-30,35.60325429269588
2009-10-31,35.13144398482808
2009-11-30,33.489022936182685
2009-12-31,35.68231910331107
2010-01-31,32.85087924476391
2010-02-28,30.72414025923763
2010-03-31,36.9520400853484
2010-04-30,35.80691628617448
2010-05-31,33.43438518333725
2010-06-30,34.54393106524038
2010-07-31,34.91253856071844
2010-08-31,30.285642497892983
2010-09-30,36.23716791949273
2010-10-31,32.039329146960355
2010-11-30,31.40246159550091
2010-12-31,35.226148414069
2011-01-31,32.46362370629408
2011-02-28,31.676805670337078
2011-03-31,33.74633153433348
2011-04-30,30.224548376966837
2011-05-31,34.78442428701392
2011-06-30,36.94009247317521
2011-07-31,30.676614569939385
2011-08-31,30.171181147323715
2011-09-30,34.71118463265522
2011-10-31,36.00538057498265
2011-11-30,35.11252598451536
2011-12-31,31.227157891772983
2012-01-31,32.8510582443441
2012-02-29,34.66336768117515
2012-03-31,32.51199451359567
2012-04-30,34.04560614470205
2012-05-31,31.421399898124726
2012-06-30,30.422438660077837
2012-07-31,36.95349881295921
2012-08-31,33.02733412312869
2012-09-30,35.210115909730355
2012-10-31,36.672920501378215
2012-11-30,30.36801732578928
2012-12-31,31.028877856312057
2013-01-31,34.515558718022795
2013-02-28,34.371241928681876
2013-03-31,33.396897473481
2013-04-30,36.51739405492044
2013-05-31,32.5714449262751
2013-06-30,30.71421353632244
2013-07-31,33.413941708603176
2013-08-31,30.60530218295076
2013-09-30,30.840644683233478
2013-10-31,32.85367459131658
2013-11-30,36.969132711940425
2013-12-31,36.68213817715021
2014-01-31,35.81948191524234
2014-02-28,33.04533705065147
2014-03-31,35.81164690986215
2014-04-30,30.941298397206353
2014-05-31,31.441988201810013
2014-06-30,30.89693191779173
2014-07-31,33.78379117762639
2014-08-31,34.11360475637582
2014-09-30,34.63220750171918
2014-10-31,36.194076168564614
2014-11-30,36.862166888395585
2014-12-31,30.465727496027288
2015-01-31,32.646661510773534
2015-02-28,34.85914647707126
2015-03-31,30.508997049535076
2015-04-30,32.16247346977613
2015-05-31,31.82872819597864
2015-06-30,34.97590651945237
2015-07-31,34.51904182520741
2015-08-31,31.558948663735876
2015-09-30,30.869569223106474
2015-10-31,32.55952255539893
2015-11-30,33.25014726345645
2015-12-31,35.88277378409806
2016-01-31,30.921674987646735
2016-02-29,32.33114962499324
2016-03-31,32.7309626482093
2016-04-30,35.01809274025842
2016-05-31,35.80884428953587
2016-06-30,36.30461598497202
2016-07-31,32.05517271256543
2016-08-31,31.881133787826354
2016-09-30,33.3427651412056
2016-10-31,31.460872284522253
2016-11-30,31.106528204751385
2016-12-31,35.36576076018339
2017-01-31,35.500221288621084
2017-02-28,33.122338304391896
2017-03-31,35.816153727902105
2017-04-30,36.584340792463244
2017-05-31,30.732917150922002
2017-06-30,34.289956700444684
2017-07-31,36.94438673133867
2017-08-31,31.324994830431393
2017-09-30,35.561826364153625
2017-10-31,36.491235354788216
2017-11-30,34.5878210924798
2017-12-31,33.87043736895099
2018-01-31,36.01220049571941
2018-02-28,31.11216361540354
2018-03-31,33.890936258539774
2018-04-30,31.0610035572832
2018-05-31,34.058088011958674
2018-06-30,36.49889037070025
2018-07-31,35.006629147473916
2018-08-31,34.06087717502177
2018-09-30,31.283544614166644
2018-10-31,35.06996450837953
2018-11-30,30.48811163758133
2018-12-31,33.661545212383814
2019-01-31,30.735481208722668
2019-02-28,30.261822765885892
2019-03-31,33.31142525980161
2019-04-30,30.10752315167649
2019-05-31,34.61705191627598
2019-06-30,32.48049602412919
2019-07-31,30.27972114159997
2019-08-31,35.8154081890647
2019-09-30,30.111094076023562
2019-10-31,31.026592394075546
2019-11-30,32.259191933955464
2019-12-31,35.216294694728575
2020-01-31,34.89230117868392
2020-02-29,31.122418384158223
2020-03-31,36.37031023103329
2020-04-30,35.05151561763543
2020-05-31,30.15590353684794
2020-06-30,31.26210221919772
2020-07-31,30.821623389946602
2020-08-31,33.83864838628143
2020-09-30,34.824277328579264
2020-10-31,34.157711371875806
2020-11-30,34.45150559731334
2020-12-31,30.215062949339544
2021-01-31,36.31308581127441
2021-02-28,35.027922429293966
2021-03-31,36.34846054771164
2021-04-30,32.115341390087075
2021-05-31,33.14809917008061
2021-06-30,31.869788095142063
2021-07-31,34.88276812258891
2021-08-31,32.47429533342913
2021-09-30,36.47555342954151
2021-10-31,32.15253172995487
2021-11-30,30.92387063723414
2021-12-31,35.53316127096643
2022-01-31,33.93164365630535
2022-02-28,36.96109463639918
2022-03-31,31.0146870340822
2022-04-30,35.97714246318174
2022-05-31,33.92266304742605
2022-06-30,34.641594908177325
2022-07-31,34.73012122473369
2022-08-31,36.465044471162436
2022-09-30,32.49694170210108
2022-10-31,30.9514633638591
2022-11-30,35.31555644324039
2022-12-31,33.015907140911644
2023-01-31,31.666720407647595
2023-02-28,31.10554100960303
2023-03-31,32.015104831447395
2023-04-30,35.04463821207304
2023-05-31,35.13932319423407
2023-06-30,34.69662455748625
2023-07-31,30.53216640994828
2023-08-31,33.726455876714084
2023-09-30,30.97978591697012
2023-10-31,34.38177992309076
2023-11-30,30.26295034347693
2023-12-31,35.40072027868261
2024-01-31,33.457586301300246
2024-02-29,35.80851139131136
2024-03-31,35.373421661763985
2024-04-30,31.33129203769368
2024-05-31,33.814210612182684
2024-06-30,31.42512728634845
2024-07-31,31.676914251956003
2024-08-31,34.292793117194826
2024-09-30,30.72407624762153
2024-10-31,35.812900508460224
2024-11-30,34.90905860925804
2024-12-31,34.04550118806319
2025-01-31,36.70766519181878
2025-02-28,32.76736619691398
2025-03-31,35.006746313014595
2025-04-30,34.36428950546477
2025-05-31,31.669181089012415
2025-06-30,31.082805261964268
2025-07-31,30.40249301966345
2025-08-31,30.851917683730804
2025-09-30,34.92006638215333
2025-10-31,36.55676523746256
2025-11-30,35.696216945952884
2025-12-31,33.842286018591594
2026-01-31,33.90541782192675
2026-02-28,32.792113154081164
2026-03-31,36.75791218350504
2026-04-30,30.618160572490744
2026-05-31,35.406999287349414
2026-06-30,32.732925091066306
2026-07-31,36.00657915472045
2026-08-31,35.54125477879992
2026-09-30,32.5244251154775
2026-10-31,32.56977299017522
2026-11-30,36.41638338754078
2026-12-31,35.13105765607314
2027-01-31,30.175994139958988
2027-02-28,31.006970679321668
2027-03-31,32.79514209761753
2027-04-30,33.74093436409631
2027-05-31,35.19985180442886
2027-06-30,31.123047241634126
2027-07-31,36.928359824293935
2027-08-31,35.63024701606615
2027-09-30,32.428584745942814
2027-10-31,35.536035950993025
2027-11-30,36.27956700052735
2027-12-31,32.905015485351846
2028-01-31,35.750197824467804
2028-02-29,32.86638209872431
2028-03-31,30.78027889596993
2028-04-30,32.64666859560901
2028-05-31,32.431394883336665
2028-06-30,34.094770953624185
2028-07-31,31.98010320451787
2028-08-31,35.40089026869401
2028-09-30,36.93578017799815
2028-10-31,33.93563023005539
2028-11-30,32.5544509065711
2028-12-31,30.11607681175093
2029-01-31,30.59763670199504
2029-02-28,32.388634158910875
2029-03-31,30.45252020968923
2029-04-30,35.58167674086188
2029-05-31,32.60216133901248
2029-06-30,30.067665341445565
2029-07-31,34.599243924443584
2029-08-31,31.176615473662082
2029-09-30,32.61550324780414
2029-10-31,30.17877562703841
2029-11-30,31.181026978664207
2029-12-31,34.22189460924632
